condition,round_type,color,upside_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Calm,Survival,Red,25-50,15,2,3,13.333333333333334,20.0,-6.666666666666666,-1.5384615384615383,EXPLORATORY,0.9970666588866666
Moderate,Closing,Pink,75-100,14,3,4,21.428571428571427,28.57142857142857,-7.142857142857142,-1.5625,WEAK,-0.02200251155928577
Moderate,Positioning,Yellow,75-100,632,157,168,24.841772151898734,26.582278481012654,-1.74050632911392,-1.6129032258064477,HIGH,0.22561182875708446
Tough,Survival,Red,50-75,10,3,4,30.0,40.0,-10.0,-1.6666666666666665,WEAK,-0.24286747130599995
Moderate,Closing,Pink,50-75,10,2,3,20.0,30.0,-10.0,-1.6666666666666665,WEAK,0.56683606028
Moderate,Closing,Orange,75-100,308,85,91,27.5974025974026,29.545454545454547,-1.9480519480519476,-1.6759776536312845,HIGH,0.09120035654347759
Moderate,Positioning,Pink,75-100,9,0,1,0.0,11.11111111111111,-11.11111111111111,-1.6949152542372883,WEAK,0.07253468976666674
Moderate,Positioning,Red,25-50,8,0,1,0.0,12.5,-12.5,-1.7241379310344827,WEAK,-0.44804599615
Tough,Closing,Yellow,25-50,8,1,2,12.5,25.0,-12.5,-1.7241379310344827,WEAK,-0.10789672695249997
Calm,Elimination,Blue,25-50,8,1,2,12.5,25.0,-12.5,-1.7241379310344827,WEAK,0.05465984827500009
Calm,Open,Brown,75-100,8,3,4,37.5,50.0,-12.5,-1.7241379310344827,WEAK,0.04085035189999986
Moderate,Positioning,Blue,50-75,556,152,163,27.33812949640288,29.31654676258993,-1.9784172661870514,-1.815181518151816,HIGH,0.1158613790459892
Moderate,Closing,Red,25-50,5,1,2,20.0,40.0,-20.0,-1.8181818181818183,WEAK,3.6066517455800002
Tough,Open,Red,50-75,5,0,1,0.0,20.0,-20.0,-1.8181818181818183,WEAK,0.5492187621988
Moderate,Survival,Yellow,50-75,2750,690,742,25.09090909090909,26.981818181818184,-1.8909090909090942,-1.8571428571428603,HIGH,0.15742185310285592
Calm,Open,Orange,25-50,111,27,30,24.324324324324326,27.027027027027028,-2.7027027027027017,-1.86335403726708,HIGH,0.14923562229369378
Tough,Closing,Red,50-75,3,0,1,0.0,33.33333333333333,-33.33333333333333,-1.8867924528301885,WEAK,2.2497874519466667
Tough,Open,Red,75-100,3,0,1,0.0,33.33333333333333,-33.33333333333333,-1.8867924528301885,WEAK,1.40851766442
Moderate,Closing,Brown,25-50,2,0,1,0.0,50.0,-50.0,-1.9230769230769231,WEAK,1.7164623355
Moderate,Closing,Green,75-100,197,48,53,24.36548223350254,26.903553299492383,-2.5380710659898433,-2.024291497975705,HIGH,0.2105470231773604
Moderate,Survival,Red,75-100,97,21,24,21.649484536082475,24.742268041237114,-3.092783505154639,-2.040816326530612,HIGH,0.09462278066783505
Calm,Open,Purple,75-100,567,143,156,25.220458553791886,27.513227513227513,-2.2927689594356266,-2.1069692058346843,HIGH,0.034905345502098784
Moderate,Closing,Purple,25-50,44,11,13,25.0,29.545454545454547,-4.545454545454547,-2.127659574468086,HIGH,0.9886202362815911
Calm,Closing,Yellow,50-75,2180,541,589,24.81651376146789,27.01834862385321,-2.201834862385322,-2.1524663677130054,HIGH,0.05889682434084865
Calm,Positioning,Green,75-100,392,96,106,24.489795918367346,27.040816326530614,-2.551020408163268,-2.2624434389140293,HIGH,0.12553383610706628
Calm,Survival,Purple,75-100,543,131,145,24.12523020257827,26.703499079189687,-2.5782688766114177,-2.360876897133221,HIGH,0.1767567909235175
Moderate,Survival,Red,50-75,161,47,52,29.19254658385093,32.298136645962735,-3.105590062111805,-2.3696682464455003,HIGH,0.12480792264546588
Calm,Closing,Green,50-75,829,188,210,22.67792521109771,25.331724969843183,-2.6537997587454747,-2.5028441410693953,HIGH,0.07306950377987936
Moderate,REMOVE,Red,50-75,28,8,10,28.57142857142857,35.714285714285715,-7.142857142857146,-2.564102564102565,EXPLORATORY,0.4288159774585716
Calm,Mixed,Blue,50-75,106,37,41,34.90566037735849,38.67924528301887,-3.7735849056603854,-2.5641025641025696,HIGH,-0.2553440091973585
Calm,Survival,Purple,25-50,103,25,29,24.271844660194176,28.155339805825243,-3.8834951456310662,-2.6143790849673194,HIGH,0.6348667064970872
Moderate,Open,Purple,25-50,64,15,18,23.4375,28.125,-4.6875,-2.631578947368421,HIGH,0.3741267364515626
Calm,Elimination,Green,75-100,26,2,4,7.6923076923076925,15.384615384615385,-7.6923076923076925,-2.6315789473684212,EXPLORATORY,0.18329426625769224
Moderate,Positioning,Blue,25-50,88,25,29,28.40909090909091,32.95454545454545,-4.545454545454543,-2.8985507246376794,HIGH,0.5437230252617045
Moderate,Closing,Yellow,50-75,1391,366,408,26.312005751258088,29.331416247304098,-3.01941049604601,-2.914642609299098,HIGH,0.18014057303336373
Tough,Survival,Purple,75-100,52,10,13,19.230769230769234,25.0,-5.7692307692307665,-2.9411764705882337,HIGH,0.012920322349480765
Calm,Positioning,Orange,75-100,559,125,143,22.361359570661897,25.581395348837212,-3.2200357781753155,-2.955665024630544,HIGH,0.201018125190483
Calm,Open,Blue,25-50,186,40,47,21.50537634408602,25.268817204301076,-3.7634408602150557,-2.9661016949152557,HIGH,0.22997071289693546
Calm,Elimination,Orange,75-100,49,10,13,20.408163265306122,26.53061224489796,-6.122448979591837,-3.0303030303030307,HIGH,0.2807061369204081
Calm,Survival,Orange,75-100,673,166,188,24.665676077265974,27.934621099554235,-3.2689450222882606,-3.042876901798063,HIGH,0.21112047065304604
Calm,Open,Red,75-100,113,27,32,23.893805309734514,28.31858407079646,-4.424778761061948,-3.0674846625766876,HIGH,0.036510076236194636
Calm,Open,Pink,75-100,45,9,12,20.0,26.666666666666668,-6.666666666666668,-3.1578947368421058,HIGH,0.5120391438666668
Moderate,Positioning,Yellow,25-50,159,36,43,22.641509433962266,27.044025157232703,-4.402515723270437,-3.3492822966507148,HIGH,0.5815693760795667
Tough,Survival,Orange,25-50,9,1,3,11.11111111111111,33.33333333333333,-22.222222222222218,-3.3898305084745757,WEAK,0.4938028053577777
Calm,Positioning,Blue,25-50,155,35,42,22.58064516129032,27.09677419354839,-4.516129032258071,-3.4146341463414687,HIGH,0.14960828744516128
Tough,Positioning,Pink,50-75,8,2,4,25.0,50.0,-25.0,-3.4482758620689653,WEAK,0.5369723522850001
Calm,Positioning,Red,50-75,230,51,61,22.17391304347826,26.521739130434785,-4.347826086956523,-3.5714285714285725,HIGH,-0.06756857707434775
Moderate,Survival,Blue,50-75,1341,344,394,25.652498135719615,29.381058911260254,-3.7285607755406396,-3.594536304816677,HIGH,0.17050195633176676
Tough,Open,Purple,25-50,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,1.727948795725
Tough,Closing,Red,75-100,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,3.087515440276
Calm,Mixed,Green,25-50,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,2.421711447825
Calm,Positioning,Brown,75-100,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,3.284293504375
Calm,Closing,Brown,75-100,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,3.10330753725
Moderate,Positioning,Purple,75-100,189,43,52,22.75132275132275,27.513227513227513,-4.761904761904763,-3.7656903765690384,HIGH,0.17548969493867722
Moderate,Open,Green,50-75,873,224,259,25.658648339060708,29.667812142038947,-4.0091638029782395,-3.791982665222105,HIGH,0.30481550469322255
Tough,Open,Purple,50-75,54,10,14,18.51851851851852,25.925925925925924,-7.407407407407405,-3.846153846153845,HIGH,0.4799794517556666
Tough,Survival,Pink,50-75,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,3.5129915807
Calm,Closing,Orange,50-75,994,217,258,21.830985915492956,25.95573440643863,-4.124748490945674,-3.9272030651340994,HIGH,0.21271104075726355
Tough,Survival,Yellow,25-50,21,5,8,23.809523809523807,38.095238095238095,-14.285714285714288,-4.225352112676057,EXPLORATORY,0.8418058825052858
Moderate,Positioning,Orange,25-50,92,22,28,23.91304347826087,30.434782608695656,-6.521739130434785,-4.225352112676058,HIGH,0.28718103245858695
Calm,Open,Pink,50-75,67,15,20,22.388059701492537,29.850746268656714,-7.462686567164177,-4.273504273504272,HIGH,0.3548812407462686
Calm,Survival,Yellow,25-50,294,67,82,22.789115646258505,27.89115646258503,-5.102040816326525,-4.360465116279065,HIGH,0.2124813235912926
Moderate,Open,Blue,50-75,1163,269,323,23.129836629406707,27.773000859845226,-4.643164230438519,-4.451772464962899,HIGH,0.31749090226823207
Calm,Open,Brown,50-75,17,1,4,5.88235294117647,23.52941176470588,-17.64705882352941,-4.477611940298507,EXPLORATORY,0.7194461458529411
Calm,Survival,Green,50-75,1343,313,377,23.3060312732688,28.071481757259864,-4.765450483991064,-4.594400574300071,HIGH,0.02586175798472821
Calm,Closing,Blue,75-100,710,164,200,23.098591549295776,28.169014084507044,-5.070422535211268,-4.736842105263158,HIGH,0.3001039489097606
Calm,Closing,Pink,25-50,13,0,3,0.0,23.076923076923077,-23.076923076923077,-4.761904761904762,WEAK,1.1054224308538463
Moderate,Positioning,Purple,50-75,598,137,168,22.909698996655518,28.093645484949832,-5.183946488294314,-4.78395061728395,HIGH,0.32628793981067256
Moderate,Open,Orange,50-75,1014,234,285,23.076923076923077,28.106508875739642,-5.029585798816566,-4.793233082706765,HIGH,0.2459561967071795
Moderate,Closing,Pink,25-50,12,1,4,8.333333333333332,33.33333333333333,-24.999999999999996,-4.838709677419354,WEAK,1.0790796018416668
Calm,Open,Blue,50-75,2169,465,573,21.43845089903181,26.41770401106501,-4.979253112033199,-4.867057232987835,HIGH,0.20432809082722453
Calm,Mixed,Red,50-75,32,8,12,25.0,37.5,-12.5,-4.878048780487805,HIGH,0.93792409315
Calm,Elimination,Orange,25-50,10,0,3,0.0,30.0,-30.0,-5.0,WEAK,1.03888128122
Calm,Survival,Purple,50-75,1348,299,371,22.181008902077153,27.522255192878337,-5.341246290801184,-5.150214592274676,HIGH,0.12541316031779673
Calm,Positioning,Yellow,75-100,1339,286,358,21.35922330097087,26.736370425690815,-5.377147124719944,-5.183585313174949,HIGH,0.26832091600792385
Calm,Positioning,Purple,25-50,103,23,31,22.330097087378643,30.097087378640776,-7.7669902912621325,-5.228758169934639,HIGH,0.24383043758155348
Tough,Open,Purple,75-100,45,10,15,22.22222222222222,33.33333333333333,-11.111111111111107,-5.26315789473684,HIGH,0.5441434907457777
Moderate,Positioning,Green,75-100,156,37,48,23.717948717948715,30.76923076923077,-7.051282051282055,-5.339805825242721,HIGH,0.20400036302935895
Calm,Open,Green,75-100,507,123,153,24.2603550295858,30.17751479289941,-5.9171597633136095,-5.3859964093357275,HIGH,0.34797362303366863
Calm,Positioning,Orange,50-75,995,213,270,21.407035175879397,27.1356783919598,-5.728643216080403,-5.454545454545456,HIGH,0.291258088210975
Moderate,Open,Green,75-100,298,69,88,23.154362416107382,29.53020134228188,-6.375838926174499,-5.459770114942531,HIGH,0.39489155018908295
Moderate,Closing,Green,25-50,59,16,22,27.11864406779661,37.28813559322034,-10.16949152542373,-5.5045871559633035,HIGH,0.3974255472215254
Calm,Elimination,Red,75-100,4,0,3,0.0,75.0,-75.0,-5.555555555555555,WEAK,1.4488970612499998
Calm,Mixed,Purple,75-100,87,16,24,18.39080459770115,27.586206896551722,-9.195402298850574,-5.839416058394161,HIGH,-0.20644745268160924
Moderate,Open,Purple,75-100,389,96,122,24.67866323907455,31.362467866323907,-6.6838046272493585,-5.922551252847382,HIGH,0.33076111687805687
Tough,Positioning,Yellow,25-50,17,2,6,11.76470588235294,35.294117647058826,-23.529411764705884,-5.970149253731344,EXPLORATORY,1.2005068481099999
Calm,Positioning,Purple,50-75,1001,228,291,22.77722277722278,29.07092907092907,-6.29370629370629,-5.994291151284487,HIGH,0.32097035077130864
Tough,Survival,Blue,75-100,49,6,12,12.244897959183673,24.489795918367346,-12.244897959183673,-6.0606060606060606,HIGH,0.8284236992454694
Moderate,Survival,Orange,50-75,1080,246,316,22.77777777777778,29.259259259259256,-6.481481481481477,-6.194690265486722,HIGH,0.3311319747683981
Calm,Open,Yellow,50-75,4221,937,1203,22.198531153755034,28.50035536602701,-6.301824212271974,-6.228049637087334,HIGH,0.3604483337880929
Moderate,Open,Yellow,50-75,2433,568,723,23.345663789560213,29.716399506781748,-6.370735717221535,-6.2424486508256125,HIGH,0.31147843505907324
Calm,Survival,Blue,75-100,987,213,279,21.580547112462007,28.267477203647417,-6.68693009118541,-6.364513018322082,HIGH,0.4333244144221783
Moderate,Closing,Blue,75-100,452,118,150,26.10619469026549,33.1858407079646,-7.079646017699112,-6.3745019920318695,HIGH,0.6162454429132349
Tough,Positioning,Blue,25-50,12,0,4,0.0,33.33333333333333,-33.33333333333333,-6.451612903225805,WEAK,0.6491394294816667
Tough,Survival,Blue,25-50,11,1,5,9.090909090909092,45.45454545454545,-36.36363636363636,-6.557377049180327,WEAK,1.5227577407190909
Tough,Survival,Blue,50-75,41,8,14,19.51219512195122,34.146341463414636,-14.634146341463417,-6.593406593406595,HIGH,0.9709614397780488
Calm,Open,Purple,50-75,1767,400,521,22.637238256932655,29.485002829654782,-6.847764572722127,-6.6593285635663175,HIGH,0.3815686309972892
Moderate,Open,Pink,50-75,36,9,15,25.0,41.66666666666667,-16.66666666666667,-6.976744186046514,HIGH,0.7558620283527779
Moderate,Closing,Red,75-100,64,15,23,23.4375,35.9375,-12.5,-7.017543859649122,HIGH,1.1261973259828124
Calm,Survival,Yellow,75-100,1726,388,516,22.479721900347624,29.89571263035921,-7.415990730011586,-7.207207207207206,HIGH,0.38963358002647164
Calm,Open,Yellow,75-100,1928,448,593,23.236514522821576,30.757261410788384,-7.5207468879668085,-7.33063700707786,HIGH,0.444728078536639
Calm,Survival,Blue,50-75,1593,359,481,22.53609541745135,30.19460138104206,-7.658505963590709,-7.425441265976872,HIGH,0.431224572004005
Moderate,Open,Yellow,75-100,1407,326,437,23.169864960909734,31.058990760483297,-7.889125799573563,-7.618393960192178,HIGH,0.36963702980592716
Calm,Closing,Red,50-75,184,35,53,19.021739130434785,28.804347826086957,-9.782608695652172,-7.692307692307691,HIGH,0.28035814669728254
Tough,Closing,Blue,75-100,28,7,13,25.0,46.42857142857143,-21.42857142857143,-7.692307692307693,EXPLORATORY,1.3643189909307145
Calm,Open,Orange,75-100,908,188,262,20.704845814977972,28.854625550660796,-8.149779735682824,-7.72442588726514,HIGH,0.5245852538042511
Calm,Survival,Orange,25-50,118,26,39,22.033898305084744,33.05084745762712,-11.016949152542377,-7.738095238095241,HIGH,0.6740512973118643
Moderate,Open,Blue,75-100,878,180,253,20.50113895216401,28.815489749430522,-8.314350797266513,-7.866379310344826,HIGH,0.6014617737833962
Tough,Closing,Orange,50-75,25,4,10,16.0,40.0,-24.0,-8.0,EXPLORATORY,0.6896976433592799
Calm,Mixed,Pink,50-75,9,0,5,0.0,55.55555555555556,-55.55555555555556,-8.474576271186441,WEAK,2.6218741538444443
Calm,Mixed,Green,50-75,68,13,23,19.11764705882353,33.82352941176471,-14.705882352941181,-8.474576271186443,HIGH,1.080920149626912
Moderate,Open,Red,75-100,56,12,21,21.428571428571427,37.5,-16.071428571428573,-8.49056603773585,HIGH,0.5964110581214286
Calm,Survival,Blue,25-50,157,36,54,22.929936305732486,34.394904458598724,-11.464968152866238,-8.695652173913041,HIGH,0.8302265603461148
Calm,Elimination,Blue,75-100,49,5,14,10.204081632653061,28.57142857142857,-18.36734693877551,-9.09090909090909,HIGH,0.8032373711571428
Tough,Survival,Orange,50-75,38,3,11,7.894736842105263,28.947368421052634,-21.05263157894737,-9.090909090909092,HIGH,0.8703973365394212
Moderate,Positioning,Red,75-100,36,5,13,13.88888888888889,36.11111111111111,-22.222222222222218,-9.302325581395348,HIGH,1.4251787310472226
Calm,Survival,Orange,50-75,1147,238,351,20.74978204010462,30.601569311246728,-9.851787271142108,-9.440267335004176,HIGH,0.44701120015774204
Calm,Open,Red,50-75,384,75,116,19.53125,30.208333333333332,-10.677083333333332,-9.44700460829493,HIGH,0.4791915867151042
Calm,Positioning,Orange,25-50,98,19,33,19.387755102040817,33.6734693877551,-14.285714285714281,-9.459459459459456,HIGH,0.6205153807673469
Moderate,Closing,Purple,75-100,212,46,71,21.69811320754717,33.490566037735846,-11.792452830188676,-9.541984732824424,HIGH,0.5358411982885377
Calm,Survival,Yellow,50-75,3357,713,1041,21.239201668156092,31.009830205540663,-9.770628537384571,-9.627238039330791,HIGH,0.43954159810797433
Moderate,Open,Green,25-50,64,9,20,14.0625,31.25,-17.1875,-9.649122807017543,HIGH,1.0365165818845634
Calm,Open,Green,50-75,1516,298,450,19.656992084432716,29.683377308707126,-10.02638522427441,-9.706257982120055,HIGH,0.48501421202326517
Moderate,Survival,Orange,75-100,613,123,197,20.0652528548124,32.13703099510604,-12.071778140293638,-11.161387631975868,HIGH,0.7229318037459869
Calm,Mixed,Yellow,50-75,136,29,50,21.323529411764707,36.76470588235294,-15.441176470588236,-11.290322580645162,HIGH,0.3159344296919117
Calm,Elimination,Yellow,50-75,151,20,43,13.245033112582782,28.47682119205298,-15.2317880794702,-11.442786069651742,HIGH,0.9534322439249671
Tough,Survival,Orange,75-100,43,4,15,9.30232558139535,34.883720930232556,-25.581395348837205,-11.827956989247308,HIGH,0.9605365832095583
Calm,Open,Orange,50-75,1546,306,496,19.79301423027167,32.082794307891334,-12.289780077619664,-11.904761904761905,HIGH,0.6595078146994631
Moderate,Closing,Blue,25-50,83,19,35,22.89156626506024,42.168674698795186,-19.277108433734945,-12.030075187969928,HIGH,0.7348732405913385
Tough,Positioning,Blue,75-100,66,13,27,19.696969696969695,40.909090909090914,-21.212121212121218,-12.068965517241383,HIGH,1.052214284088803
Calm,Elimination,Red,50-75,24,1,10,4.166666666666666,41.66666666666667,-37.50000000000001,-12.162162162162165,EXPLORATORY,2.304208718495833
Calm,Mixed,Orange,50-75,133,32,55,24.06015037593985,41.35338345864661,-17.293233082706763,-12.568306010928959,HIGH,1.058996105887218
Calm,Mixed,Red,75-100,40,6,18,15.0,45.0,-30.0,-13.333333333333332,HIGH,2.099215292034
Tough,Closing,Yellow,50-75,136,24,49,17.647058823529413,36.029411764705884,-18.38235294117647,-13.440860215053764,HIGH,0.9971508590300441
Calm,Open,Blue,75-100,1243,233,408,18.744971842316975,32.82381335478681,-14.078841512469833,-13.534416086620265,HIGH,0.6153142334221078
Calm,Mixed,Yellow,25-50,9,0,8,0.0,88.88888888888889,-88.88888888888889,-13.559322033898306,WEAK,3.759022977033333
Tough,Closing,Purple,50-75,36,6,18,16.666666666666664,50.0,-33.333333333333336,-13.953488372093025,HIGH,1.4847066079386113
Calm,Mixed,Purple,25-50,13,0,9,0.0,69.23076923076923,-69.23076923076923,-14.285714285714285,WEAK,3.0116458644999997
Calm,Mixed,Orange,75-100,90,20,41,22.22222222222222,45.55555555555556,-23.333333333333336,-15.000000000000002,HIGH,1.743877709521111
Calm,Elimination,Green,50-75,63,4,21,6.349206349206349,33.33333333333333,-26.98412698412698,-15.044247787610617,HIGH,0.832604858490476
Tough,Survival,Red,75-100,13,0,10,0.0,76.92307692307693,-76.92307692307693,-15.873015873015875,WEAK,2.8679642556300005
Calm,Elimination,Purple,50-75,80,14,35,17.5,43.75,-26.25,-16.153846153846153,HIGH,0.898942916755
Calm,Elimination,Yellow,75-100,73,6,26,8.21917808219178,35.61643835616438,-27.3972602739726,-16.260162601626014,HIGH,1.6400533757013696
Tough,Closing,Purple,75-100,29,2,16,6.896551724137931,55.172413793103445,-48.275862068965516,-17.72151898734177,EXPLORATORY,0.9959001142106897
Calm,Mixed,Blue,75-100,95,12,39,12.631578947368421,41.05263157894737,-28.42105263157895,-18.620689655172413,HIGH,1.4878249630252633
Calm,Closing,Green,25-50,61,6,27,9.836065573770492,44.26229508196721,-34.42622950819672,-18.91891891891892,HIGH,1.9827264770491801
Calm,Mixed,Purple,50-75,86,18,44,20.930232558139537,51.162790697674424,-30.232558139534888,-19.117647058823533,HIGH,2.0659985326724417
Tough,Closing,Blue,50-75,53,5,25,9.433962264150944,47.16981132075472,-37.735849056603776,-19.417475728155342,HIGH,2.084606288363604
Moderate,Open,Yellow,25-50,193,24,72,12.435233160621761,37.30569948186528,-24.87046632124352,-19.753086419753085,HIGH,1.408464249215525
Moderate,Open,Orange,25-50,147,18,59,12.244897959183673,40.136054421768705,-27.89115646258503,-20.81218274111675,HIGH,1.0350173265266667
Calm,Elimination,Blue,50-75,128,15,53,11.71875,41.40625,-29.6875,-21.34831460674157,HIGH,1.0478966310609377
Calm,Survival,Green,25-50,123,12,50,9.75609756097561,40.65040650406504,-30.894308943089428,-21.965317919075144,HIGH,1.2548989808243904
Calm,Mixed,Green,75-100,85,15,45,17.647058823529413,52.94117647058824,-35.294117647058826,-22.222222222222225,HIGH,1.9322122080870585
Tough,Closing,Yellow,75-100,71,4,32,5.633802816901409,45.07042253521127,-39.43661971830986,-23.1404958677686,HIGH,2.0541009705627604
Moderate,Open,Blue,25-50,87,15,47,17.24137931034483,54.02298850574713,-36.7816091954023,-23.357664233576642,HIGH,1.5353187976640232
Calm,Mixed,Yellow,75-100,144,18,69,12.5,47.91666666666667,-35.41666666666667,-26.28865979381444,HIGH,2.0349413904255558
Tough,Closing,Green,50-75,65,1,34,1.5384615384615385,52.307692307692314,-50.769230769230774,-28.695652173913043,HIGH,2.359761428776769
