condition,round_type,color,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,Orange,Krishna Rikta,86,24.4,32.6,26.6,22.6,-2.2,10.0,0.64,0.19
Calm,Survival,Orange,Shukla Bhadra,40,20.0,35.0,26.6,22.6,-6.6,12.4,0.48,0.68
Calm,Survival,Orange,Shukla Jaya,74,31.1,25.7,26.6,22.6,4.5,3.1,1.03,-0.14
Calm,Survival,Orange,Shukla Nanda,115,38.3,13.9,26.6,22.6,11.7,-8.6,2.33,-0.75
Calm,Survival,Orange,Shukla Purna,168,20.2,26.8,26.6,22.6,-6.4,4.2,0.64,0.4
Calm,Survival,Orange,Shukla Rikta,156,36.5,16.0,26.6,22.6,9.9,-6.5,1.93,-0.65
Calm,Survival,Purple,Krishna Bhadra,69,31.9,20.3,26.6,22.6,5.3,-2.3,1.33,-0.2
Calm,Survival,Purple,Krishna Jaya,62,19.4,17.7,26.6,22.6,-7.2,-4.8,0.93,-0.12
Calm,Survival,Purple,Krishna Nanda,81,19.8,22.2,26.6,22.6,-6.8,-0.3,0.75,0.08
Calm,Survival,Purple,Krishna Rikta,67,28.4,23.9,26.6,22.6,1.8,1.3,1.01,-0.05
Calm,Survival,Purple,Shukla Bhadra,31,22.6,16.1,26.6,22.6,-4.0,-6.4,1.19,-0.39
Calm,Survival,Purple,Shukla Jaya,81,27.2,14.8,26.6,22.6,0.6,-7.7,1.55,-0.56
Calm,Survival,Purple,Shukla Nanda,110,25.5,22.7,26.6,22.6,-1.1,0.2,0.95,0.07
Calm,Survival,Purple,Shukla Purna,92,25.0,17.4,26.6,22.6,-1.6,-5.2,1.22,-0.07
Calm,Survival,Purple,Shukla Rikta,78,26.9,21.8,26.6,22.6,0.3,-0.8,1.05,-0.06
Calm,Survival,Red,Krishna Bhadra,34,23.5,14.7,26.6,22.6,-3.1,-7.9,1.36,-0.18
Calm,Survival,Red,Krishna Rikta,31,38.7,12.9,26.6,22.6,12.1,-9.7,2.54,-0.89
Calm,Survival,Red,Shukla Nanda,49,30.6,26.5,26.6,22.6,4.0,4.0,0.98,0.04
Calm,Survival,Red,Shukla Purna,38,36.8,28.9,26.6,22.6,10.2,6.4,1.08,-0.12
Calm,Survival,Yellow,Krishna Bhadra,159,34.6,20.1,26.6,22.6,8.0,-2.4,1.46,-0.37
Calm,Survival,Yellow,Krishna Jaya,201,23.4,21.4,26.6,22.6,-3.2,-1.2,0.93,-0.2
Calm,Survival,Yellow,Krishna Nanda,165,20.6,24.2,26.6,22.6,-6.0,1.7,0.72,0.11
Calm,Survival,Yellow,Krishna Purna,31,16.1,38.7,26.6,22.6,-10.5,16.2,0.35,1.15
Calm,Survival,Yellow,Krishna Rikta,124,24.2,23.4,26.6,22.6,-2.4,0.8,0.88,-0.04
Calm,Survival,Yellow,Shukla Bhadra,149,26.8,28.9,26.6,22.6,0.2,6.3,0.79,0.2
Calm,Survival,Yellow,Shukla Jaya,225,21.3,23.6,26.6,22.6,-5.3,1.0,0.77,0.21
Calm,Survival,Yellow,Shukla Nanda,352,30.1,19.6,26.6,22.6,3.5,-3.0,1.3,-0.29
Calm,Survival,Yellow,Shukla Purna,277,23.5,21.3,26.6,22.6,-3.1,-1.3,0.93,0.13
Calm,Survival,Yellow,Shukla Rikta,320,27.5,23.8,26.6,22.6,0.9,1.2,0.98,-0.07
Moderate,Closing,Blue,Krishna Bhadra,34,20.6,14.7,26.5,20.9,-6.0,-6.2,1.1,0.15
Moderate,Closing,Blue,Krishna Jaya,45,28.9,22.2,26.5,20.9,2.3,1.3,1.02,-0.06
Moderate,Closing,Blue,Krishna Nanda,90,23.3,23.3,26.5,20.9,-3.2,2.4,0.79,-0.03
Moderate,Closing,Blue,Krishna Purna,52,23.1,21.2,26.5,20.9,-3.5,0.3,0.86,-0.37
Moderate,Closing,Blue,Krishna Rikta,71,16.9,28.2,26.5,20.9,-9.6,7.3,0.47,0.51
Moderate,Closing,Blue,Shukla Bhadra,72,15.3,26.4,26.5,20.9,-11.3,5.5,0.46,0.51
Moderate,Closing,Blue,Shukla Jaya,40,35.0,20.0,26.5,20.9,8.5,-0.9,1.38,-0.63
Moderate,Closing,Blue,Shukla Nanda,48,25.0,16.7,26.5,20.9,-1.5,-4.2,1.18,-0.02
Moderate,Closing,Blue,Shukla Purna,76,32.9,15.8,26.5,20.9,6.4,-5.1,1.64,-0.69
Moderate,Closing,Green,Krishna Jaya,58,25.9,13.8,26.5,20.9,-0.7,-7.1,1.48,-0.02
Moderate,Closing,Green,Krishna Nanda,44,34.1,20.5,26.5,20.9,7.5,-0.4,1.31,-0.66
Moderate,Closing,Green,Krishna Purna,34,20.6,23.5,26.5,20.9,-6.0,2.6,0.69,0.08
Moderate,Closing,Green,Shukla Nanda,30,26.7,33.3,26.5,20.9,0.1,12.4,0.63,0.26
Moderate,Closing,Orange,Krishna Jaya,46,19.6,2.2,26.5,20.9,-7.0,-18.7,7.09,-0.73
Moderate,Closing,Orange,Krishna Nanda,63,23.8,20.6,26.5,20.9,-2.7,-0.3,0.91,-0.17
Moderate,Closing,Orange,Krishna Purna,49,34.7,8.2,26.5,20.9,8.1,-12.7,3.35,-0.8
Moderate,Closing,Orange,Krishna Rikta,68,19.1,20.6,26.5,20.9,-7.4,-0.3,0.73,0.36
Moderate,Closing,Orange,Shukla Bhadra,35,17.1,28.6,26.5,20.9,-9.4,7.7,0.47,0.73
Moderate,Closing,Orange,Shukla Jaya,39,53.8,7.7,26.5,20.9,27.3,-13.2,5.51,-1.6
Moderate,Closing,Orange,Shukla Nanda,54,24.1,33.3,26.5,20.9,-2.5,12.4,0.57,0.12
Moderate,Closing,Orange,Shukla Purna,60,41.7,20.0,26.5,20.9,15.1,-0.9,1.64,-0.63
Moderate,Closing,Purple,Krishna Jaya,59,28.8,22.0,26.5,20.9,2.3,1.1,1.03,-0.27
Moderate,Closing,Purple,Krishna Nanda,42,26.2,26.2,26.5,20.9,-0.4,5.3,0.79,-0.17
Moderate,Closing,Purple,Krishna Purna,34,38.2,11.8,26.5,20.9,11.7,-9.1,2.56,-0.9
Moderate,Closing,Purple,Krishna Rikta,33,24.2,18.2,26.5,20.9,-2.3,-2.7,1.05,-0.16
Moderate,Closing,Purple,Shukla Nanda,31,19.4,29.0,26.5,20.9,-7.2,8.1,0.52,0.38
Moderate,Closing,Purple,Shukla Purna,36,36.1,16.7,26.5,20.9,9.6,-4.2,1.71,-0.76
Moderate,Closing,Yellow,Krishna Bhadra,75,14.7,20.0,26.5,20.9,-11.9,-0.9,0.58,0.17
Moderate,Closing,Yellow,Krishna Jaya,168,24.4,24.4,26.5,20.9,-2.1,3.5,0.79,-0.14
Moderate,Closing,Yellow,Krishna Nanda,165,25.5,21.8,26.5,20.9,-1.1,0.9,0.92,-0.07
Moderate,Closing,Yellow,Krishna Purna,78,21.8,25.6,26.5,20.9,-4.7,4.7,0.67,0.31
Moderate,Closing,Yellow,Krishna Rikta,161,23.0,21.1,26.5,20.9,-3.6,0.2,0.86,-0.06
Moderate,Closing,Yellow,Shukla Bhadra,156,23.1,19.2,26.5,20.9,-3.5,-1.7,0.94,-0.01
Moderate,Closing,Yellow,Shukla Jaya,38,31.6,21.1,26.5,20.9,5.0,0.2,1.18,-0.25
Moderate,Closing,Yellow,Shukla Nanda,117,28.2,23.9,26.5,20.9,1.7,3.0,0.93,-0.12
Moderate,Closing,Yellow,Shukla Purna,154,33.1,21.4,26.5,20.9,6.6,0.5,1.22,-0.22
Moderate,Mixed,Orange,Shukla Bhadra,32,18.8,50.0,12.8,35.2,5.9,14.8,1.03,1.08
Moderate,Mixed,Yellow,Shukla Bhadra,33,6.1,21.2,12.8,35.2,-6.7,-14.0,0.79,0.48
Moderate,Open,Blue,Krishna Bhadra,168,26.2,20.8,27.0,21.4,-0.9,-0.6,1.0,-0.09
Moderate,Open,Blue,Krishna Jaya,45,31.1,13.3,27.0,21.4,4.1,-8.1,1.85,-0.45
Moderate,Open,Blue,Krishna Nanda,70,24.3,18.6,27.0,21.4,-2.8,-2.8,1.04,-0.36
Moderate,Open,Blue,Krishna Purna,51,33.3,9.8,27.0,21.4,6.3,-11.6,2.69,-1.14
Moderate,Open,Blue,Krishna Rikta,138,26.1,21.7,27.0,21.4,-1.0,0.3,0.95,-0.24
Moderate,Open,Blue,Shukla Bhadra,103,36.9,16.5,27.0,21.4,9.8,-4.9,1.77,-0.53
Moderate,Open,Blue,Shukla Jaya,167,29.3,22.8,27.0,21.4,2.3,1.3,1.02,0.03
Moderate,Open,Blue,Shukla Nanda,124,24.2,16.9,27.0,21.4,-2.9,-4.5,1.13,-0.33
Moderate,Open,Blue,Shukla Purna,73,19.2,30.1,27.0,21.4,-7.9,8.7,0.5,0.42
Moderate,Open,Blue,Shukla Rikta,119,21.0,25.2,27.0,21.4,-6.0,3.8,0.66,0.26
Moderate,Open,Green,Krishna Bhadra,90,18.9,27.8,27.0,21.4,-8.2,6.4,0.54,0.4
Moderate,Open,Green,Krishna Jaya,83,28.9,27.7,27.0,21.4,1.9,6.3,0.83,-0.13
Moderate,Open,Green,Krishna Nanda,52,19.2,28.8,27.0,21.4,-7.8,7.4,0.53,0.12
Moderate,Open,Green,Krishna Purna,47,31.9,17.0,27.0,21.4,4.9,-4.4,1.48,-0.34
Moderate,Open,Green,Krishna Rikta,48,43.8,12.5,27.0,21.4,16.7,-8.9,2.77,-1.13
Moderate,Open,Green,Shukla Bhadra,53,37.7,15.1,27.0,21.4,10.7,-6.3,1.98,-0.57
Moderate,Open,Green,Shukla Jaya,94,23.4,30.9,27.0,21.4,-3.6,9.4,0.6,0.6
Moderate,Open,Green,Shukla Nanda,81,29.6,23.5,27.0,21.4,2.6,2.0,1.0,-0.54
Moderate,Open,Green,Shukla Purna,42,33.3,26.2,27.0,21.4,6.3,4.8,1.01,-0.34
Moderate,Open,Green,Shukla Rikta,38,15.8,34.2,27.0,21.4,-11.3,12.8,0.37,0.56
Moderate,Open,Orange,Krishna Bhadra,205,22.9,25.4,27.0,21.4,-4.1,3.9,0.72,0.22
Moderate,Open,Orange,Krishna Jaya,37,29.7,21.6,27.0,21.4,2.7,0.2,1.09,-0.38
Moderate,Open,Orange,Krishna Nanda,63,38.1,19.0,27.0,21.4,11.0,-2.4,1.58,-0.57
Moderate,Open,Orange,Krishna Purna,102,33.3,17.6,27.0,21.4,6.3,-3.8,1.5,-0.84
Moderate,Open,Orange,Krishna Rikta,113,32.7,15.0,27.0,21.4,5.7,-6.4,1.72,-0.58
Moderate,Open,Orange,Shukla Bhadra,125,25.6,15.2,27.0,21.4,-1.4,-6.2,1.33,-0.3
Moderate,Open,Orange,Shukla Jaya,142,36.6,21.8,27.0,21.4,9.6,0.4,1.33,-0.44
Moderate,Open,Orange,Shukla Nanda,56,32.1,12.5,27.0,21.4,5.1,-8.9,2.04,-0.69
Moderate,Open,Orange,Shukla Purna,53,17.0,32.1,27.0,21.4,-10.1,10.7,0.42,0.47
Moderate,Open,Orange,Shukla Rikta,76,23.7,26.3,27.0,21.4,-3.4,4.9,0.71,0.32
Moderate,Open,Purple,Krishna Bhadra,105,21.9,26.7,27.0,21.4,-5.1,5.2,0.65,-0.14
Moderate,Open,Purple,Krishna Jaya,91,23.1,24.2,27.0,21.4,-4.0,2.8,0.76,-0.28
Moderate,Open,Purple,Krishna Nanda,51,33.3,23.5,27.0,21.4,6.3,2.1,1.12,-0.01
Moderate,Open,Purple,Krishna Purna,71,33.8,14.1,27.0,21.4,6.8,-7.3,1.9,-0.9
Moderate,Open,Purple,Krishna Rikta,41,29.3,9.8,27.0,21.4,2.2,-11.7,2.38,-0.91
Moderate,Open,Purple,Shukla Bhadra,64,28.1,21.9,27.0,21.4,1.1,0.5,1.02,0.11
Moderate,Open,Purple,Shukla Jaya,124,34.7,18.5,27.0,21.4,7.6,-2.9,1.48,-0.49
Moderate,Open,Purple,Shukla Nanda,93,28.0,25.8,27.0,21.4,0.9,4.4,0.86,-0.13
Moderate,Open,Purple,Shukla Purna,38,15.8,15.8,27.0,21.4,-11.3,-5.6,0.79,-0.31
Moderate,Open,Purple,Shukla Rikta,73,35.6,21.9,27.0,21.4,8.6,0.5,1.29,-0.46
Moderate,Open,Yellow,Krishna Bhadra,266,19.5,26.7,27.0,21.4,-7.5,5.3,0.58,0.34
Moderate,Open,Yellow,Krishna Jaya,205,21.5,22.9,27.0,21.4,-5.6,1.5,0.74,-0.2
Moderate,Open,Yellow,Krishna Nanda,151,26.5,22.5,27.0,21.4,-0.6,1.1,0.93,-0.12
Moderate,Open,Yellow,Krishna Purna,105,31.4,8.6,27.0,21.4,4.4,-12.8,2.9,-0.92
Moderate,Open,Yellow,Krishna Rikta,196,23.0,16.3,27.0,21.4,-4.1,-5.1,1.11,-0.35
Moderate,Open,Yellow,Shukla Bhadra,178,27.5,12.9,27.0,21.4,0.5,-8.5,1.69,-0.2
Moderate,Open,Yellow,Shukla Jaya,281,29.9,17.8,27.0,21.4,2.8,-3.6,1.33,-0.24
Moderate,Open,Yellow,Shukla Nanda,289,25.3,25.6,27.0,21.4,-1.8,4.2,0.78,-0.03
Moderate,Open,Yellow,Shukla Purna,128,15.6,18.8,27.0,21.4,-11.4,-2.7,0.66,0.21
Moderate,Open,Yellow,Shukla Rikta,208,28.8,26.9,27.0,21.4,1.8,5.5,0.85,-0.18
Moderate,Positioning,Blue,Krishna Bhadra,61,26.2,27.9,26.1,21.3,0.1,6.6,0.77,-0.08
Moderate,Positioning,Blue,Krishna Jaya,59,22.0,23.7,26.1,21.3,-4.1,2.5,0.76,0.58
Moderate,Positioning,Blue,Krishna Purna,43,25.6,23.3,26.1,21.3,-0.5,2.0,0.9,-0.12
Moderate,Positioning,Blue,Krishna Rikta,70,31.4,15.7,26.1,21.3,5.3,-5.5,1.63,-0.4
Moderate,Positioning,Blue,Shukla Jaya,99,22.2,20.2,26.1,21.3,-3.9,-1.1,0.9,0.12
Moderate,Positioning,Blue,Shukla Purna,64,25.0,31.3,26.1,21.3,-1.1,10.0,0.65,0.05
Moderate,Positioning,Blue,Shukla Rikta,53,20.8,18.9,26.1,21.3,-5.4,-2.4,0.9,-0.03
Moderate,Positioning,Green,Krishna Bhadra,39,23.1,28.2,26.1,21.3,-3.0,6.9,0.67,0.48
Moderate,Positioning,Green,Krishna Jaya,32,37.5,12.5,26.1,21.3,11.4,-8.8,2.44,-0.74
Moderate,Positioning,Green,Shukla Jaya,50,28.0,22.0,26.1,21.3,1.9,0.7,1.04,-0.16
Moderate,Positioning,Green,Shukla Rikta,30,33.3,23.3,26.1,21.3,7.2,2.1,1.16,-0.08
Moderate,Positioning,Orange,Krishna Bhadra,52,26.9,21.2,26.1,21.3,0.8,-0.1,1.04,0.17
Moderate,Positioning,Orange,Krishna Jaya,43,32.6,23.3,26.1,21.3,6.4,2.0,1.14,-0.27
Moderate,Positioning,Orange,Krishna Purna,48,22.9,18.8,26.1,21.3,-3.2,-2.5,0.99,-0.12
Moderate,Positioning,Orange,Krishna Rikta,91,23.1,20.9,26.1,21.3,-3.0,-0.4,0.9,0.22
Moderate,Positioning,Orange,Shukla Jaya,76,35.5,21.1,26.1,21.3,9.4,-0.2,1.37,-0.41
Moderate,Positioning,Orange,Shukla Purna,78,19.2,21.8,26.1,21.3,-6.9,0.5,0.72,0.02
Moderate,Positioning,Orange,Shukla Rikta,50,30.0,14.0,26.1,21.3,3.9,-7.3,1.74,-0.71
Moderate,Positioning,Purple,Krishna Bhadra,50,24.0,18.0,26.1,21.3,-2.1,-3.3,1.08,0.13
Moderate,Positioning,Purple,Krishna Jaya,36,22.2,25.0,26.1,21.3,-3.9,3.7,0.72,0.36
Moderate,Positioning,Purple,Shukla Jaya,52,25.0,15.4,26.1,21.3,-1.1,-5.9,1.32,-0.29
Moderate,Positioning,Purple,Shukla Nanda,35,28.6,14.3,26.1,21.3,2.4,-7.0,1.63,-0.41
Moderate,Positioning,Purple,Shukla Purna,39,46.2,12.8,26.1,21.3,20.0,-8.4,2.93,-1.07
Moderate,Positioning,Yellow,Krishna Bhadra,113,28.3,16.8,26.1,21.3,2.2,-4.4,1.37,-0.18
Moderate,Positioning,Yellow,Krishna Jaya,103,29.1,15.5,26.1,21.3,3.0,-5.7,1.53,-0.4
Moderate,Positioning,Yellow,Krishna Nanda,71,18.3,23.9,26.1,21.3,-7.8,2.7,0.62,0.2
Moderate,Positioning,Yellow,Krishna Purna,51,33.3,15.7,26.1,21.3,7.2,-5.6,1.73,-0.69
Moderate,Positioning,Yellow,Krishna Rikta,117,24.8,16.2,26.1,21.3,-1.3,-5.0,1.24,0.04
Moderate,Positioning,Yellow,Shukla Jaya,138,26.8,26.1,26.1,21.3,0.7,4.8,0.84,0.13
Moderate,Positioning,Yellow,Shukla Nanda,84,25.0,25.0,26.1,21.3,-1.1,3.7,0.81,0.3
Moderate,Positioning,Yellow,Shukla Purna,104,24.0,20.2,26.1,21.3,-2.1,-1.1,0.97,-0.2
Moderate,Positioning,Yellow,Shukla Rikta,93,29.0,21.5,26.1,21.3,2.9,0.2,1.1,-0.41
Moderate,REMOVE,Purple,Krishna Nanda,42,40.5,4.8,23.2,26.1,17.3,-21.4,9.57,-0.55
Moderate,REMOVE,Yellow,Krishna Nanda,44,25.0,13.6,23.2,26.1,1.8,-12.5,2.06,0.06
Moderate,REMOVE,Yellow,Shukla Bhadra,73,11.0,41.1,23.2,26.1,-12.2,15.0,0.3,1.54
Moderate,Survival,Blue,Krishna Bhadra,109,22.9,27.5,25.4,24.5,-2.5,3.0,0.8,0.47
Moderate,Survival,Blue,Krishna Jaya,97,32.0,19.6,25.4,24.5,6.5,-4.9,1.57,-0.35
Moderate,Survival,Blue,Krishna Nanda,115,28.7,20.0,25.4,24.5,3.3,-4.5,1.38,-0.39
Moderate,Survival,Blue,Krishna Purna,132,25.8,20.5,25.4,24.5,0.3,-4.0,1.21,-0.14
Moderate,Survival,Blue,Krishna Rikta,169,29.0,31.4,25.4,24.5,3.6,6.9,0.89,0.14
Moderate,Survival,Blue,Shukla Bhadra,174,24.1,24.1,25.4,24.5,-1.3,-0.3,0.96,0.06
Moderate,Survival,Blue,Shukla Jaya,126,20.6,23.0,25.4,24.5,-4.8,-1.5,0.86,0.1
Moderate,Survival,Blue,Shukla Nanda,105,21.9,26.7,25.4,24.5,-3.5,2.2,0.79,0.27
Moderate,Survival,Blue,Shukla Purna,69,31.9,21.7,25.4,24.5,6.4,-2.7,1.41,-0.44
Moderate,Survival,Blue,Shukla Rikta,88,25.0,25.0,25.4,24.5,-0.4,0.5,0.96,-0.41
Moderate,Survival,Green,Krishna Bhadra,59,27.1,39.0,25.4,24.5,1.7,14.5,0.67,0.68
Moderate,Survival,Green,Krishna Jaya,72,23.6,26.4,25.4,24.5,-1.8,1.9,0.86,0.07
Moderate,Survival,Green,Krishna Nanda,71,21.1,19.7,25.4,24.5,-4.3,-4.8,1.03,-0.45
Moderate,Survival,Green,Krishna Purna,116,30.2,21.6,25.4,24.5,4.7,-2.9,1.35,-0.51
Moderate,Survival,Green,Krishna Rikta,81,11.1,39.5,25.4,24.5,-14.3,15.0,0.27,1.2
Moderate,Survival,Green,Shukla Bhadra,71,21.1,29.6,25.4,24.5,-4.3,5.1,0.69,0.59
Moderate,Survival,Green,Shukla Jaya,79,38.0,13.9,25.4,24.5,12.5,-10.6,2.63,-0.6
Moderate,Survival,Green,Shukla Nanda,72,33.3,18.1,25.4,24.5,7.9,-6.4,1.78,-0.57
Moderate,Survival,Green,Shukla Purna,38,50.0,13.2,25.4,24.5,24.6,-11.3,3.66,-1.52
Moderate,Survival,Green,Shukla Rikta,73,23.3,24.7,25.4,24.5,-2.1,0.2,0.91,-0.27
Moderate,Survival,Orange,Krishna Bhadra,93,30.1,18.3,25.4,24.5,4.7,-6.2,1.59,-0.34
Moderate,Survival,Orange,Krishna Jaya,55,25.5,21.8,25.4,24.5,0.0,-2.7,1.12,0.01
Moderate,Survival,Orange,Krishna Nanda,68,25.0,23.5,25.4,24.5,-0.4,-1.0,1.02,0.3
Moderate,Survival,Orange,Krishna Purna,157,26.1,21.7,25.4,24.5,0.7,-2.8,1.16,-0.06
Moderate,Survival,Orange,Krishna Rikta,173,26.6,29.5,25.4,24.5,1.2,5.0,0.87,0.09
Moderate,Survival,Orange,Shukla Bhadra,170,15.9,34.7,25.4,24.5,-9.6,10.2,0.44,0.7
Moderate,Survival,Orange,Shukla Jaya,89,23.6,16.9,25.4,24.5,-1.8,-7.6,1.35,-0.36
Moderate,Survival,Orange,Shukla Nanda,151,25.8,17.2,25.4,24.5,0.4,-7.3,1.44,-0.24
Moderate,Survival,Orange,Shukla Purna,108,20.4,29.6,25.4,24.5,-5.1,5.1,0.66,0.39
Moderate,Survival,Orange,Shukla Rikta,65,23.1,24.6,25.4,24.5,-2.4,0.1,0.9,0.0
Moderate,Survival,Purple,Krishna Bhadra,58,24.1,20.7,25.4,24.5,-1.3,-3.8,1.12,-0.04
Moderate,Survival,Purple,Krishna Jaya,70,20.0,24.3,25.4,24.5,-5.4,-0.2,0.79,-0.06
Moderate,Survival,Purple,Krishna Nanda,93,24.7,26.9,25.4,24.5,-0.7,2.4,0.89,0.2
Moderate,Survival,Purple,Krishna Purna,109,22.9,27.5,25.4,24.5,-2.5,3.0,0.8,0.18
Moderate,Survival,Purple,Krishna Rikta,104,15.4,39.4,25.4,24.5,-10.1,14.9,0.38,1.01
Moderate,Survival,Purple,Shukla Bhadra,71,22.5,32.4,25.4,24.5,-2.9,7.9,0.67,0.32
Moderate,Survival,Purple,Shukla Jaya,77,36.4,15.6,25.4,24.5,10.9,-8.9,2.25,-0.87
Moderate,Survival,Purple,Shukla Nanda,80,27.5,21.3,25.4,24.5,2.1,-3.2,1.25,-0.26
Moderate,Survival,Purple,Shukla Purna,49,46.9,6.1,25.4,24.5,21.5,-18.4,7.38,-1.25
Moderate,Survival,Purple,Shukla Rikta,68,17.6,19.1,25.4,24.5,-7.8,-5.4,0.89,0.05
Moderate,Survival,Yellow,Krishna Bhadra,181,23.8,25.4,25.4,24.5,-1.7,0.9,0.9,0.11
Moderate,Survival,Yellow,Krishna Jaya,255,24.7,31.4,25.4,24.5,-0.7,6.9,0.76,0.57
Moderate,Survival,Yellow,Krishna Nanda,281,24.2,24.9,25.4,24.5,-1.2,0.4,0.94,0.06
Moderate,Survival,Yellow,Krishna Purna,326,28.8,22.7,25.4,24.5,3.4,-1.8,1.22,-0.07
Moderate,Survival,Yellow,Krishna Rikta,282,26.2,25.9,25.4,24.5,0.8,1.4,0.98,0.03
Moderate,Survival,Yellow,Shukla Bhadra,308,22.1,30.2,25.4,24.5,-3.4,5.7,0.7,0.48
Moderate,Survival,Yellow,Shukla Jaya,225,28.0,18.2,25.4,24.5,2.6,-6.3,1.48,-0.14
Moderate,Survival,Yellow,Shukla Nanda,187,23.0,18.2,25.4,24.5,-2.4,-6.3,1.22,-0.28
Moderate,Survival,Yellow,Shukla Purna,103,35.9,20.4,25.4,24.5,10.5,-4.1,1.7,-0.59
Moderate,Survival,Yellow,Shukla Rikta,136,25.7,16.2,25.4,24.5,0.3,-8.3,1.53,-0.23
Tough,Closing,Yellow,Krishna Bhadra,75,32.0,26.7,32.3,24.6,-0.3,2.1,0.92,-0.27
Tough,Open,Blue,Shukla Bhadra,93,26.9,25.8,21.1,24.5,5.8,1.3,1.21,-0.15
Tough,Open,Green,Shukla Bhadra,32,37.5,21.9,21.1,24.5,16.4,-2.6,1.99,-1.01
Tough,Open,Orange,Shukla Bhadra,49,16.3,14.3,21.1,24.5,-4.8,-10.2,1.32,-0.17
Tough,Open,Purple,Shukla Bhadra,34,20.6,29.4,21.1,24.5,-0.5,4.9,0.81,0.29
Tough,Open,Yellow,Krishna Bhadra,31,9.7,29.0,21.1,24.5,-11.4,4.5,0.39,0.43
Tough,Open,Yellow,Shukla Bhadra,112,21.4,25.0,21.1,24.5,0.3,0.5,0.99,-0.03
Tough,Positioning,Orange,Shukla Nanda,36,33.3,13.9,26.2,22.1,7.2,-8.2,2.03,-0.07
Tough,Positioning,Yellow,Krishna Bhadra,48,12.5,29.2,26.2,22.1,-13.7,7.0,0.36,0.48
Tough,Positioning,Yellow,Krishna Jaya,65,10.8,20.0,26.2,22.1,-15.4,-2.1,0.46,0.39
Tough,Survival,Yellow,Krishna Rikta,37,16.2,21.6,19.5,25.0,-3.3,-3.4,0.96,-0.01
Tough,Survival,Yellow,Shukla Jaya,47,21.3,25.5,19.5,25.0,1.7,0.5,1.07,-0.07
