condition,round_type,color,life_path,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Closing,Blue,1.0,77,23.4,24.7,23.7,22.7,-0.3,2.0,0.91,-0.14
Calm,Closing,Blue,2.0,124,24.2,18.5,23.7,22.7,0.5,-4.1,1.25,-0.14
Calm,Closing,Blue,3.0,112,24.1,24.1,23.7,22.7,0.4,1.4,0.96,-0.04
Calm,Closing,Blue,4.0,80,26.3,28.8,23.7,22.7,2.6,6.1,0.88,-0.03
Calm,Closing,Blue,5.0,96,19.8,27.1,23.7,22.7,-3.9,4.4,0.7,0.32
Calm,Closing,Blue,6.0,83,22.9,25.3,23.7,22.7,-0.8,2.6,0.87,0.2
Calm,Closing,Blue,7.0,95,21.1,22.1,23.7,22.7,-2.6,-0.6,0.91,-0.1
Calm,Closing,Blue,8.0,117,17.1,27.4,23.7,22.7,-6.6,4.7,0.6,0.35
Calm,Closing,Blue,9.0,110,24.5,18.2,23.7,22.7,0.9,-4.5,1.29,-0.11
Calm,Closing,Green,1.0,73,28.8,23.3,23.7,22.7,5.1,0.6,1.18,-0.23
Calm,Closing,Green,2.0,86,25.6,19.8,23.7,22.7,1.9,-2.9,1.24,-0.17
Calm,Closing,Green,3.0,73,26.0,20.5,23.7,22.7,2.4,-2.1,1.21,-0.46
Calm,Closing,Green,4.0,47,38.3,17.0,23.7,22.7,14.6,-5.7,2.16,-0.75
Calm,Closing,Green,5.0,37,32.4,27.0,23.7,22.7,8.8,4.3,1.15,0.13
Calm,Closing,Green,6.0,66,24.2,22.7,23.7,22.7,0.6,0.0,1.02,-0.06
Calm,Closing,Green,7.0,71,26.8,18.3,23.7,22.7,3.1,-4.4,1.4,-0.36
Calm,Closing,Green,8.0,62,19.4,21.0,23.7,22.7,-4.3,-1.7,0.88,0.11
Calm,Closing,Green,9.0,49,8.2,24.5,23.7,22.7,-15.5,1.8,0.32,0.77
Calm,Closing,Orange,1.0,99,28.3,26.3,23.7,22.7,4.6,3.6,1.03,-0.04
Calm,Closing,Orange,2.0,90,23.3,24.4,23.7,22.7,-0.3,1.8,0.92,-0.02
Calm,Closing,Orange,3.0,105,28.6,28.6,23.7,22.7,4.9,5.9,0.96,-0.07
Calm,Closing,Orange,4.0,84,29.8,10.7,23.7,22.7,6.1,-12.0,2.66,-0.74
Calm,Closing,Orange,5.0,76,18.4,27.6,23.7,22.7,-5.2,4.9,0.64,0.57
Calm,Closing,Orange,6.0,71,15.5,23.9,23.7,22.7,-8.2,1.3,0.62,0.26
Calm,Closing,Orange,7.0,90,24.4,15.6,23.7,22.7,0.8,-7.1,1.51,-0.44
Calm,Closing,Orange,8.0,94,18.1,18.1,23.7,22.7,-5.6,-4.6,0.96,-0.03
Calm,Closing,Orange,9.0,126,28.6,28.6,23.7,22.7,4.9,5.9,0.96,0.14
Calm,Closing,Purple,1.0,55,21.8,23.6,23.7,22.7,-1.8,1.0,0.88,-0.04
Calm,Closing,Purple,2.0,104,25.0,20.2,23.7,22.7,1.3,-2.5,1.19,0.02
Calm,Closing,Purple,3.0,92,19.6,20.7,23.7,22.7,-4.1,-2.0,0.91,0.16
Calm,Closing,Purple,4.0,52,26.9,25.0,23.7,22.7,3.3,2.3,1.03,0.09
Calm,Closing,Purple,5.0,54,27.8,22.2,23.7,22.7,4.1,-0.5,1.2,0.04
Calm,Closing,Purple,6.0,56,21.4,19.6,23.7,22.7,-2.2,-3.0,1.05,-0.12
Calm,Closing,Purple,7.0,79,32.9,17.7,23.7,22.7,9.2,-5.0,1.78,-0.66
Calm,Closing,Purple,8.0,79,24.1,19.0,23.7,22.7,0.4,-3.7,1.21,-0.44
Calm,Closing,Purple,9.0,76,28.9,15.8,23.7,22.7,5.3,-6.9,1.76,-0.54
Calm,Closing,Yellow,1.0,155,29.0,18.7,23.7,22.7,5.4,-4.0,1.49,-0.42
Calm,Closing,Yellow,2.0,251,21.1,26.3,23.7,22.7,-2.5,3.6,0.77,0.2
Calm,Closing,Yellow,3.0,219,27.4,19.2,23.7,22.7,3.7,-3.5,1.37,-0.26
Calm,Closing,Yellow,4.0,150,25.3,21.3,23.7,22.7,1.7,-1.4,1.14,-0.14
Calm,Closing,Yellow,5.0,120,24.2,21.7,23.7,22.7,0.5,-1.0,1.07,-0.04
Calm,Closing,Yellow,6.0,125,26.4,23.2,23.7,22.7,2.7,0.5,1.09,-0.06
Calm,Closing,Yellow,7.0,180,19.4,27.2,23.7,22.7,-4.2,4.5,0.68,0.28
Calm,Closing,Yellow,8.0,195,21.5,23.1,23.7,22.7,-2.1,0.4,0.89,0.2
Calm,Closing,Yellow,9.0,161,20.5,22.4,23.7,22.7,-3.2,-0.3,0.88,0.27
Calm,Mixed,Yellow,1.0,37,37.8,32.4,33.0,22.3,4.8,10.1,0.79,0.54
Calm,Mixed,Yellow,2.0,41,43.9,17.1,33.0,22.3,10.9,-5.2,1.74,-0.68
Calm,Mixed,Yellow,3.0,53,24.5,28.3,33.0,22.3,-8.5,6.0,0.59,0.77
Calm,Mixed,Yellow,6.0,34,26.5,17.6,33.0,22.3,-6.5,-4.6,1.01,0.32
Calm,Mixed,Yellow,7.0,37,27.0,16.2,33.0,22.3,-6.0,-6.1,1.13,-0.28
Calm,Mixed,Yellow,8.0,44,31.8,18.2,33.0,22.3,-1.2,-4.1,1.18,-0.32
Calm,Mixed,Yellow,9.0,38,23.7,23.7,33.0,22.3,-9.3,1.4,0.68,-0.11
Calm,Open,Blue,1.0,168,25.0,25.0,28.5,20.8,-3.5,4.2,0.73,-0.03
Calm,Open,Blue,2.0,222,27.0,24.3,28.5,20.8,-1.4,3.5,0.81,-0.02
Calm,Open,Blue,3.0,211,27.0,20.4,28.5,20.8,-1.5,-0.5,0.97,-0.18
Calm,Open,Blue,4.0,124,24.2,19.4,28.5,20.8,-4.3,-1.5,0.92,-0.12
Calm,Open,Blue,5.0,152,23.0,19.7,28.5,20.8,-5.4,-1.1,0.85,-0.1
Calm,Open,Blue,6.0,160,22.5,28.1,28.5,20.8,-6.0,7.3,0.59,0.37
Calm,Open,Blue,7.0,165,29.1,17.0,28.5,20.8,0.6,-3.9,1.25,-0.43
Calm,Open,Blue,8.0,178,27.0,16.9,28.5,20.8,-1.5,-4.0,1.17,-0.34
Calm,Open,Blue,9.0,201,26.9,23.4,28.5,20.8,-1.6,2.5,0.84,0.03
Calm,Open,Green,1.0,104,33.7,19.2,28.5,20.8,5.2,-1.6,1.28,-0.69
Calm,Open,Green,2.0,158,23.4,20.3,28.5,20.8,-5.1,-0.6,0.85,-0.05
Calm,Open,Green,3.0,119,29.4,21.8,28.5,20.8,0.9,1.0,0.99,-0.04
Calm,Open,Green,4.0,96,32.3,21.9,28.5,20.8,3.8,1.0,1.08,-0.61
Calm,Open,Green,5.0,104,20.2,35.6,28.5,20.8,-8.3,14.7,0.42,0.75
Calm,Open,Green,6.0,95,21.1,27.4,28.5,20.8,-7.4,6.5,0.56,0.57
Calm,Open,Green,7.0,104,28.8,17.3,28.5,20.8,0.4,-3.5,1.22,-0.28
Calm,Open,Green,8.0,103,34.0,15.5,28.5,20.8,5.5,-5.3,1.6,-0.64
Calm,Open,Green,9.0,94,22.3,23.4,28.5,20.8,-6.1,2.6,0.7,-0.0
Calm,Open,Orange,1.0,168,22.0,21.4,28.5,20.8,-6.5,0.6,0.75,0.16
Calm,Open,Orange,2.0,145,25.5,19.3,28.5,20.8,-3.0,-1.5,0.97,-0.23
Calm,Open,Orange,3.0,193,24.9,22.3,28.5,20.8,-3.6,1.4,0.82,-0.16
Calm,Open,Orange,4.0,129,30.2,21.7,28.5,20.8,1.8,0.9,1.02,-0.33
Calm,Open,Orange,5.0,133,27.8,16.5,28.5,20.8,-0.7,-4.3,1.23,-0.36
Calm,Open,Orange,6.0,124,29.0,18.5,28.5,20.8,0.6,-2.3,1.15,-0.27
Calm,Open,Orange,7.0,141,31.9,22.7,28.5,20.8,3.4,1.9,1.03,-0.13
Calm,Open,Orange,8.0,152,30.3,19.7,28.5,20.8,1.8,-1.1,1.12,-0.34
Calm,Open,Orange,9.0,197,29.4,17.8,28.5,20.8,1.0,-3.1,1.21,-0.39
Calm,Open,Purple,1.0,123,35.0,23.6,28.5,20.8,6.5,2.7,1.09,-0.41
Calm,Open,Purple,2.0,172,30.8,18.6,28.5,20.8,2.3,-2.2,1.21,-0.46
Calm,Open,Purple,3.0,137,21.9,21.2,28.5,20.8,-6.6,0.3,0.76,0.16
Calm,Open,Purple,4.0,95,22.1,25.3,28.5,20.8,-6.4,4.4,0.64,0.17
Calm,Open,Purple,5.0,100,33.0,13.0,28.5,20.8,4.5,-7.8,1.86,-0.5
Calm,Open,Purple,6.0,118,29.7,33.9,28.5,20.8,1.2,13.1,0.64,0.19
Calm,Open,Purple,7.0,131,32.8,21.4,28.5,20.8,4.4,0.5,1.12,-0.32
Calm,Open,Purple,8.0,150,34.0,20.7,28.5,20.8,5.5,-0.2,1.2,-0.4
Calm,Open,Purple,9.0,115,22.6,23.5,28.5,20.8,-5.9,2.6,0.7,0.2
Calm,Open,Red,2.0,31,22.6,12.9,28.5,20.8,-5.9,-7.9,1.28,-0.25
Calm,Open,Red,3.0,38,39.5,23.7,28.5,20.8,11.0,2.8,1.22,-0.49
Calm,Open,Red,4.0,30,40.0,10.0,28.5,20.8,11.5,-10.8,2.93,-1.05
Calm,Open,Red,5.0,32,21.9,31.3,28.5,20.8,-6.6,10.4,0.51,0.6
Calm,Open,Red,6.0,33,18.2,18.2,28.5,20.8,-10.3,-2.7,0.73,-0.03
Calm,Open,Red,9.0,32,15.6,15.6,28.5,20.8,-12.8,-5.2,0.73,0.55
Calm,Open,Yellow,1.0,301,36.2,18.3,28.5,20.8,7.7,-2.6,1.45,-0.43
Calm,Open,Yellow,2.0,388,32.7,22.7,28.5,20.8,4.3,1.8,1.06,-0.3
Calm,Open,Yellow,3.0,371,28.8,18.9,28.5,20.8,0.4,-2.0,1.12,-0.23
Calm,Open,Yellow,4.0,256,29.3,18.8,28.5,20.8,0.8,-2.1,1.14,-0.35
Calm,Open,Yellow,5.0,214,25.2,24.3,28.5,20.8,-3.2,3.5,0.76,0.0
Calm,Open,Yellow,6.0,283,31.8,23.0,28.5,20.8,3.3,2.1,1.01,-0.35
Calm,Open,Yellow,7.0,347,30.5,17.9,28.5,20.8,2.1,-3.0,1.25,-0.41
Calm,Open,Yellow,8.0,316,31.3,16.1,28.5,20.8,2.9,-4.7,1.42,-0.47
Calm,Open,Yellow,9.0,310,26.5,20.0,28.5,20.8,-2.0,-0.8,0.97,-0.13
Calm,Positioning,Blue,1.0,112,30.4,13.4,24.9,21.6,5.5,-8.2,1.97,-0.49
Calm,Positioning,Blue,2.0,138,21.7,23.2,24.9,21.6,-3.2,1.6,0.81,0.07
Calm,Positioning,Blue,3.0,116,19.0,20.7,24.9,21.6,-5.9,-0.9,0.8,0.07
Calm,Positioning,Blue,4.0,79,26.6,15.2,24.9,21.6,1.7,-6.4,1.52,-0.42
Calm,Positioning,Blue,5.0,78,25.6,24.4,24.9,21.6,0.7,2.7,0.91,0.29
Calm,Positioning,Blue,6.0,89,29.2,19.1,24.9,21.6,4.3,-2.5,1.33,-0.29
Calm,Positioning,Blue,7.0,106,26.4,25.5,24.9,21.6,1.5,3.9,0.9,-0.08
Calm,Positioning,Blue,8.0,124,21.8,23.4,24.9,21.6,-3.1,1.8,0.81,0.27
Calm,Positioning,Blue,9.0,117,24.8,26.5,24.9,21.6,-0.1,4.9,0.81,0.26
Calm,Positioning,Green,1.0,59,32.2,28.8,24.9,21.6,7.3,7.2,0.97,-0.01
Calm,Positioning,Green,2.0,96,16.7,15.6,24.9,21.6,-8.2,-6.0,0.93,0.07
Calm,Positioning,Green,3.0,71,16.9,18.3,24.9,21.6,-8.0,-3.3,0.8,-0.14
Calm,Positioning,Green,4.0,56,35.7,16.1,24.9,21.6,10.8,-5.5,1.93,-0.79
Calm,Positioning,Green,5.0,46,23.9,23.9,24.9,21.6,-1.0,2.3,0.87,-0.01
Calm,Positioning,Green,6.0,53,22.6,24.5,24.9,21.6,-2.3,2.9,0.8,-0.09
Calm,Positioning,Green,7.0,61,31.1,16.4,24.9,21.6,6.2,-5.2,1.65,-0.51
Calm,Positioning,Green,8.0,57,21.1,19.3,24.9,21.6,-3.9,-2.3,0.95,0.14
Calm,Positioning,Green,9.0,59,30.5,15.3,24.9,21.6,5.6,-6.4,1.74,-0.48
Calm,Positioning,Orange,1.0,97,32.0,14.4,24.9,21.6,7.1,-7.2,1.92,-0.56
Calm,Positioning,Orange,2.0,101,21.8,19.8,24.9,21.6,-3.1,-1.8,0.95,0.12
Calm,Positioning,Orange,3.0,119,26.1,26.9,24.9,21.6,1.1,5.3,0.84,0.1
Calm,Positioning,Orange,4.0,78,29.5,20.5,24.9,21.6,4.6,-1.1,1.25,-0.41
Calm,Positioning,Orange,5.0,90,25.6,27.8,24.9,21.6,0.7,6.2,0.8,0.1
Calm,Positioning,Orange,6.0,73,28.8,20.5,24.9,21.6,3.9,-1.1,1.22,-0.27
Calm,Positioning,Orange,7.0,102,23.5,21.6,24.9,21.6,-1.4,-0.1,0.95,-0.1
Calm,Positioning,Orange,8.0,95,25.3,24.2,24.9,21.6,0.4,2.6,0.91,0.15
Calm,Positioning,Orange,9.0,123,26.0,29.3,24.9,21.6,1.1,7.6,0.77,0.14
Calm,Positioning,Purple,1.0,85,27.1,16.5,24.9,21.6,2.2,-5.1,1.43,-0.41
Calm,Positioning,Purple,2.0,85,16.5,27.1,24.9,21.6,-8.4,5.4,0.53,0.27
Calm,Positioning,Purple,3.0,98,29.6,17.3,24.9,21.6,4.7,-4.3,1.48,-0.53
Calm,Positioning,Purple,4.0,67,23.9,23.9,24.9,21.6,-1.0,2.3,0.87,0.03
Calm,Positioning,Purple,5.0,51,27.5,21.6,24.9,21.6,2.5,-0.1,1.1,0.24
Calm,Positioning,Purple,6.0,64,25.0,23.4,24.9,21.6,0.1,1.8,0.93,-0.25
Calm,Positioning,Purple,7.0,85,22.4,16.5,24.9,21.6,-2.6,-5.1,1.18,-0.4
Calm,Positioning,Purple,8.0,85,25.9,22.4,24.9,21.6,1.0,0.7,1.01,-0.05
Calm,Positioning,Purple,9.0,51,31.4,17.6,24.9,21.6,6.5,-4.0,1.54,-0.17
Calm,Positioning,Yellow,1.0,172,29.1,24.4,24.9,21.6,4.2,2.8,1.03,-0.1
Calm,Positioning,Yellow,2.0,252,24.2,21.0,24.9,21.6,-0.7,-0.6,1.0,-0.05
Calm,Positioning,Yellow,3.0,244,24.2,20.1,24.9,21.6,-0.7,-1.5,1.05,-0.29
Calm,Positioning,Yellow,4.0,161,21.7,21.1,24.9,21.6,-3.2,-0.5,0.89,-0.16
Calm,Positioning,Yellow,5.0,111,23.4,22.5,24.9,21.6,-1.5,0.9,0.9,-0.02
Calm,Positioning,Yellow,6.0,154,28.6,21.4,24.9,21.6,3.7,-0.2,1.16,-0.23
Calm,Positioning,Yellow,7.0,198,24.2,18.2,24.9,21.6,-0.7,-3.4,1.16,-0.35
Calm,Positioning,Yellow,8.0,229,24.5,24.0,24.9,21.6,-0.5,2.4,0.88,0.02
Calm,Positioning,Yellow,9.0,185,18.9,25.9,24.9,21.6,-6.0,4.3,0.63,0.33
Calm,REMOVE,Blue,1.0,63,20.6,31.7,25.7,29.5,-5.1,2.2,0.75,0.57
Calm,REMOVE,Blue,2.0,72,23.6,38.9,25.7,29.5,-2.1,9.4,0.7,0.8
Calm,REMOVE,Blue,3.0,85,22.4,30.6,25.7,29.5,-3.4,1.1,0.84,0.46
Calm,REMOVE,Blue,4.0,49,24.5,30.6,25.7,29.5,-1.2,1.1,0.92,0.77
Calm,REMOVE,Blue,5.0,44,20.5,31.8,25.7,29.5,-5.3,2.3,0.74,0.0
Calm,REMOVE,Blue,6.0,62,30.6,24.2,25.7,29.5,4.9,-5.3,1.45,-0.47
Calm,REMOVE,Blue,7.0,65,33.8,24.6,25.7,29.5,8.1,-4.9,1.58,-0.6
Calm,REMOVE,Blue,8.0,64,23.4,29.7,25.7,29.5,-2.3,0.2,0.91,0.32
Calm,REMOVE,Blue,9.0,55,20.0,21.8,25.7,29.5,-5.7,-7.7,1.05,0.32
Calm,REMOVE,Green,1.0,31,12.9,19.4,25.7,29.5,-12.8,-10.2,0.76,0.48
Calm,REMOVE,Green,2.0,40,20.0,42.5,25.7,29.5,-5.7,13.0,0.54,0.88
Calm,REMOVE,Green,3.0,31,22.6,22.6,25.7,29.5,-3.1,-6.9,1.15,0.03
Calm,REMOVE,Green,5.0,32,25.0,25.0,25.7,29.5,-0.7,-4.5,1.15,0.53
Calm,REMOVE,Orange,1.0,58,20.7,37.9,25.7,29.5,-5.0,8.4,0.63,0.95
Calm,REMOVE,Orange,2.0,41,29.3,34.1,25.7,29.5,3.5,4.6,0.98,0.27
Calm,REMOVE,Orange,3.0,85,27.1,21.2,25.7,29.5,1.3,-8.3,1.47,-0.22
Calm,REMOVE,Orange,4.0,44,25.0,38.6,25.7,29.5,-0.7,9.1,0.74,0.39
Calm,REMOVE,Orange,5.0,54,16.7,25.9,25.7,29.5,-9.1,-3.6,0.74,0.23
Calm,REMOVE,Orange,6.0,41,19.5,41.5,25.7,29.5,-6.2,12.0,0.54,1.09
Calm,REMOVE,Orange,7.0,69,23.2,29.0,25.7,29.5,-2.5,-0.5,0.92,0.43
Calm,REMOVE,Orange,8.0,52,25.0,34.6,25.7,29.5,-0.7,5.1,0.83,0.12
Calm,REMOVE,Orange,9.0,82,23.2,28.0,25.7,29.5,-2.6,-1.5,0.95,0.01
Calm,REMOVE,Purple,1.0,39,35.9,17.9,25.7,29.5,10.2,-11.6,2.29,-0.81
Calm,REMOVE,Purple,2.0,35,22.9,28.6,25.7,29.5,-2.9,-0.9,0.92,0.85
Calm,REMOVE,Purple,5.0,40,25.0,32.5,25.7,29.5,-0.7,3.0,0.88,0.7
Calm,REMOVE,Purple,6.0,31,32.3,25.8,25.7,29.5,6.5,-3.7,1.43,-0.9
Calm,REMOVE,Purple,7.0,39,28.2,25.6,25.7,29.5,2.5,-3.9,1.26,-0.2
Calm,REMOVE,Yellow,1.0,112,24.1,25.9,25.7,29.5,-1.6,-3.6,1.07,0.29
Calm,REMOVE,Yellow,2.0,124,32.3,29.8,25.7,29.5,6.5,0.3,1.24,-0.0
Calm,REMOVE,Yellow,3.0,108,30.6,31.5,25.7,29.5,4.8,2.0,1.11,0.42
Calm,REMOVE,Yellow,4.0,92,18.5,30.4,25.7,29.5,-7.2,0.9,0.7,0.98
Calm,REMOVE,Yellow,5.0,71,26.8,33.8,25.7,29.5,1.0,4.3,0.91,0.54
Calm,REMOVE,Yellow,6.0,97,29.9,29.9,25.7,29.5,4.2,0.4,1.15,0.21
Calm,REMOVE,Yellow,7.0,104,27.9,27.9,25.7,29.5,2.2,-1.6,1.15,0.09
Calm,REMOVE,Yellow,8.0,92,31.5,30.4,25.7,29.5,5.8,0.9,1.19,0.07
Calm,REMOVE,Yellow,9.0,88,25.0,27.3,25.7,29.5,-0.7,-2.2,1.05,0.23
Calm,Survival,Blue,1.0,104,20.2,20.2,26.6,22.5,-6.4,-2.3,0.85,0.11
Calm,Survival,Blue,2.0,155,29.7,24.5,26.6,22.5,3.1,2.0,1.02,-0.04
Calm,Survival,Blue,3.0,135,25.9,22.2,26.6,22.5,-0.7,-0.3,0.99,-0.15
Calm,Survival,Blue,4.0,99,31.3,22.2,26.6,22.5,4.7,-0.3,1.19,-0.16
Calm,Survival,Blue,5.0,96,26.0,26.0,26.6,22.5,-0.6,3.6,0.85,0.24
Calm,Survival,Blue,6.0,104,24.0,26.9,26.6,22.5,-2.6,4.4,0.75,0.18
Calm,Survival,Blue,7.0,115,32.2,22.6,26.6,22.5,5.6,0.1,1.2,-0.25
Calm,Survival,Blue,8.0,148,21.6,27.7,26.6,22.5,-5.0,5.2,0.66,0.07
Calm,Survival,Blue,9.0,134,36.6,26.9,26.6,22.5,10.0,4.4,1.15,-0.28
Calm,Survival,Green,1.0,67,32.8,14.9,26.6,22.5,6.2,-7.6,1.86,-0.68
Calm,Survival,Green,2.0,101,21.8,20.8,26.6,22.5,-4.8,-1.7,0.89,-0.15
Calm,Survival,Green,3.0,75,22.7,30.7,26.6,22.5,-3.9,8.2,0.62,0.56
Calm,Survival,Green,4.0,73,31.5,16.4,26.6,22.5,4.9,-6.0,1.62,-0.35
Calm,Survival,Green,5.0,63,25.4,22.2,26.6,22.5,-1.2,-0.3,0.97,-0.37
Calm,Survival,Green,6.0,68,19.1,25.0,26.6,22.5,-7.5,2.5,0.65,0.18
Calm,Survival,Green,7.0,68,30.9,14.7,26.6,22.5,4.3,-7.8,1.78,-0.5
Calm,Survival,Green,8.0,88,26.1,18.2,26.6,22.5,-0.5,-4.3,1.22,-0.47
Calm,Survival,Green,9.0,60,28.3,21.7,26.6,22.5,1.7,-0.8,1.11,-0.35
Calm,Survival,Orange,1.0,121,23.1,27.3,26.6,22.5,-3.5,4.8,0.72,0.19
Calm,Survival,Orange,2.0,121,29.8,23.1,26.6,22.5,3.1,0.7,1.09,-0.19
Calm,Survival,Orange,3.0,137,25.5,21.9,26.6,22.5,-1.1,-0.6,0.99,0.02
Calm,Survival,Orange,4.0,79,24.1,19.0,26.6,22.5,-2.6,-3.5,1.07,-0.16
Calm,Survival,Orange,5.0,89,22.5,28.1,26.6,22.5,-4.1,5.6,0.68,0.29
