condition,round_type,color,life_path,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,Orange,6.0,97,27.8,20.6,26.6,22.5,1.2,-1.9,1.14,-0.16
Calm,Survival,Orange,7.0,104,33.7,19.2,26.6,22.5,7.1,-3.3,1.48,-0.7
Calm,Survival,Orange,8.0,96,27.1,21.9,26.6,22.5,0.5,-0.6,1.05,-0.15
Calm,Survival,Orange,9.0,144,29.2,25.0,26.6,22.5,2.6,2.5,0.99,-0.01
Calm,Survival,Purple,1.0,67,37.3,10.4,26.6,22.5,10.7,-12.0,3.02,-0.81
Calm,Survival,Purple,2.0,97,22.7,22.7,26.6,22.5,-3.9,0.2,0.85,0.19
Calm,Survival,Purple,3.0,74,24.3,20.3,26.6,22.5,-2.3,-2.2,1.01,-0.22
Calm,Survival,Purple,4.0,66,28.8,19.7,26.6,22.5,2.2,-2.8,1.24,-0.23
Calm,Survival,Purple,5.0,63,22.2,27.0,26.6,22.5,-4.4,4.5,0.7,0.37
Calm,Survival,Purple,6.0,64,21.9,21.9,26.6,22.5,-4.7,-0.6,0.85,0.06
Calm,Survival,Purple,7.0,88,26.1,18.2,26.6,22.5,-0.5,-4.3,1.22,-0.32
Calm,Survival,Purple,8.0,77,19.5,16.9,26.6,22.5,-7.1,-5.6,0.98,-0.07
Calm,Survival,Purple,9.0,77,26.0,22.1,26.6,22.5,-0.6,-0.4,0.99,-0.05
Calm,Survival,Red,2.0,32,28.1,34.4,26.6,22.5,1.5,11.9,0.69,0.42
Calm,Survival,Red,3.0,37,27.0,27.0,26.6,22.5,0.4,4.5,0.85,0.41
Calm,Survival,Red,5.0,32,40.6,12.5,26.6,22.5,14.0,-10.0,2.75,-0.82
Calm,Survival,Red,9.0,31,22.6,29.0,26.6,22.5,-4.0,6.5,0.66,0.42
Calm,Survival,Yellow,1.0,211,23.7,25.6,26.6,22.5,-2.9,3.1,0.78,0.17
Calm,Survival,Yellow,2.0,278,28.8,19.8,26.6,22.5,2.2,-2.7,1.23,-0.23
Calm,Survival,Yellow,3.0,272,26.1,24.6,26.6,22.5,-0.5,2.1,0.9,0.13
Calm,Survival,Yellow,4.0,171,24.6,20.5,26.6,22.5,-2.0,-2.0,1.01,-0.1
Calm,Survival,Yellow,5.0,167,24.6,19.8,26.6,22.5,-2.1,-2.7,1.05,-0.21
Calm,Survival,Yellow,6.0,188,21.8,25.0,26.6,22.5,-4.8,2.5,0.74,0.16
Calm,Survival,Yellow,7.0,244,25.4,25.0,26.6,22.5,-1.2,2.5,0.86,0.07
Calm,Survival,Yellow,8.0,233,27.0,25.8,26.6,22.5,0.4,3.3,0.89,0.09
Calm,Survival,Yellow,9.0,232,28.9,18.1,26.6,22.5,2.3,-4.4,1.35,-0.41
Moderate,Closing,Blue,1.0,63,25.4,14.3,26.5,20.9,-1.1,-6.6,1.4,-0.45
Moderate,Closing,Blue,2.0,70,24.3,21.4,26.5,20.9,-2.2,0.5,0.89,-0.08
Moderate,Closing,Blue,3.0,66,25.8,28.8,26.5,20.9,-0.8,7.9,0.7,-0.06
Moderate,Closing,Blue,4.0,51,27.5,21.6,26.5,20.9,0.9,0.7,1.0,-0.19
Moderate,Closing,Blue,5.0,52,13.5,19.2,26.5,20.9,-13.1,-1.7,0.55,0.54
Moderate,Closing,Blue,6.0,44,25.0,18.2,26.5,20.9,-1.5,-2.7,1.08,-0.21
Moderate,Closing,Blue,7.0,69,27.5,21.7,26.5,20.9,1.0,0.8,1.0,-0.14
Moderate,Closing,Blue,8.0,68,32.4,22.1,26.5,20.9,5.8,1.2,1.16,-0.27
Moderate,Closing,Blue,9.0,58,19.0,24.1,26.5,20.9,-7.6,3.2,0.62,0.07
Moderate,Closing,Green,1.0,39,28.2,23.1,26.5,20.9,1.7,2.2,0.96,-0.19
Moderate,Closing,Green,2.0,41,26.8,19.5,26.5,20.9,0.3,-1.4,1.08,-0.26
Moderate,Closing,Green,3.0,32,31.3,12.5,26.5,20.9,4.7,-8.4,1.97,-0.46
Moderate,Closing,Green,7.0,32,21.9,28.1,26.5,20.9,-4.6,7.2,0.61,0.03
Moderate,Closing,Green,9.0,33,18.2,21.2,26.5,20.9,-8.3,0.3,0.68,0.18
Moderate,Closing,Orange,1.0,43,32.6,14.0,26.5,20.9,6.0,-6.9,1.84,-0.9
Moderate,Closing,Orange,2.0,44,29.5,20.5,26.5,20.9,3.0,-0.4,1.14,-0.32
Moderate,Closing,Orange,3.0,60,26.7,20.0,26.5,20.9,0.1,-0.9,1.05,-0.09
Moderate,Closing,Orange,4.0,43,16.3,18.6,26.5,20.9,-10.2,-2.3,0.69,0.02
Moderate,Closing,Orange,5.0,46,47.8,15.2,26.5,20.9,21.3,-5.7,2.48,-0.75
Moderate,Closing,Orange,6.0,43,27.9,18.6,26.5,20.9,1.4,-2.3,1.18,-0.43
Moderate,Closing,Orange,7.0,51,31.4,21.6,26.5,20.9,4.8,0.7,1.15,-0.47
Moderate,Closing,Orange,8.0,44,25.0,15.9,26.5,20.9,-1.5,-5.0,1.24,-0.08
Moderate,Closing,Orange,9.0,63,27.0,19.0,26.5,20.9,0.5,-1.8,1.12,0.08
Moderate,Closing,Purple,1.0,44,29.5,18.2,26.5,20.9,3.0,-2.7,1.28,-0.62
Moderate,Closing,Purple,2.0,38,23.7,15.8,26.5,20.9,-2.8,-5.1,1.18,-0.16
Moderate,Closing,Purple,3.0,35,31.4,2.9,26.5,20.9,4.9,-18.0,8.66,-0.96
Moderate,Closing,Purple,4.0,40,27.5,25.0,26.5,20.9,1.0,4.1,0.87,0.08
Moderate,Closing,Purple,5.0,33,24.2,24.2,26.5,20.9,-2.3,3.4,0.79,0.34
Moderate,Closing,Purple,6.0,39,23.1,28.2,26.5,20.9,-3.4,7.3,0.64,0.13
Moderate,Closing,Purple,7.0,41,22.0,29.3,26.5,20.9,-4.6,8.4,0.59,0.13
Moderate,Closing,Yellow,1.0,125,20.8,15.2,26.5,20.9,-5.7,-5.7,1.08,-0.28
Moderate,Closing,Yellow,2.0,142,19.0,26.8,26.5,20.9,-7.5,5.9,0.56,0.28
Moderate,Closing,Yellow,3.0,164,27.4,23.2,26.5,20.9,0.9,2.3,0.93,-0.07
Moderate,Closing,Yellow,4.0,110,24.5,18.2,26.5,20.9,-2.0,-2.7,1.06,0.05
Moderate,Closing,Yellow,5.0,95,25.3,29.5,26.5,20.9,-1.3,8.6,0.68,0.16
Moderate,Closing,Yellow,6.0,111,24.3,26.1,26.5,20.9,-2.2,5.2,0.73,0.1
Moderate,Closing,Yellow,7.0,138,36.2,18.1,26.5,20.9,9.7,-2.8,1.58,-0.52
Moderate,Closing,Yellow,8.0,138,29.7,18.8,26.5,20.9,3.2,-2.1,1.24,-0.31
Moderate,Closing,Yellow,9.0,114,23.7,22.8,26.5,20.9,-2.8,1.9,0.82,-0.21
Moderate,Open,Blue,1.0,123,25.2,20.3,27.0,21.4,-1.8,-1.1,0.98,-0.18
Moderate,Open,Blue,2.0,138,29.7,19.6,27.0,21.4,2.7,-1.8,1.2,-0.24
Moderate,Open,Blue,3.0,146,26.7,19.9,27.0,21.4,-0.3,-1.5,1.07,-0.19
Moderate,Open,Blue,4.0,91,18.7,30.8,27.0,21.4,-8.3,9.4,0.48,0.46
Moderate,Open,Blue,5.0,116,20.7,25.0,27.0,21.4,-6.3,3.6,0.66,0.27
Moderate,Open,Blue,6.0,90,23.3,23.3,27.0,21.4,-3.7,1.9,0.79,0.11
Moderate,Open,Blue,7.0,116,32.8,20.7,27.0,21.4,5.8,-0.7,1.26,-0.25
Moderate,Open,Blue,8.0,110,27.3,12.7,27.0,21.4,0.3,-8.7,1.7,-0.69
Moderate,Open,Blue,9.0,126,33.3,15.9,27.0,21.4,6.3,-5.5,1.66,-0.56
Moderate,Open,Green,1.0,61,42.6,19.7,27.0,21.4,15.6,-1.7,1.72,-0.81
Moderate,Open,Green,2.0,92,28.3,21.7,27.0,21.4,1.3,0.3,1.03,-0.44
Moderate,Open,Green,3.0,65,21.5,29.2,27.0,21.4,-5.5,7.8,0.58,0.33
Moderate,Open,Green,4.0,57,29.8,29.8,27.0,21.4,2.8,8.4,0.79,0.2
Moderate,Open,Green,5.0,63,23.8,25.4,27.0,21.4,-3.2,4.0,0.74,0.13
Moderate,Open,Green,6.0,52,17.3,30.8,27.0,21.4,-9.7,9.4,0.45,0.61
Moderate,Open,Green,7.0,89,24.7,18.0,27.0,21.4,-2.3,-3.4,1.09,-0.2
Moderate,Open,Green,8.0,81,28.4,27.2,27.0,21.4,1.4,5.8,0.83,0.17
Moderate,Open,Green,9.0,63,31.7,27.0,27.0,21.4,4.7,5.6,0.93,-0.48
Moderate,Open,Orange,1.0,102,28.4,24.5,27.0,21.4,1.4,3.1,0.92,-0.06
Moderate,Open,Orange,2.0,96,30.2,17.7,27.0,21.4,3.2,-3.7,1.35,-0.47
Moderate,Open,Orange,3.0,140,31.4,21.4,27.0,21.4,4.4,0.0,1.16,-0.32
Moderate,Open,Orange,4.0,101,30.7,15.8,27.0,21.4,3.7,-5.6,1.54,-0.51
Moderate,Open,Orange,5.0,91,25.3,22.0,27.0,21.4,-1.7,0.6,0.91,-0.08
Moderate,Open,Orange,6.0,91,28.6,19.8,27.0,21.4,1.6,-1.6,1.14,-0.1
Moderate,Open,Orange,7.0,100,30.0,24.0,27.0,21.4,3.0,2.6,0.99,-0.21
Moderate,Open,Orange,8.0,108,29.6,16.7,27.0,21.4,2.6,-4.7,1.41,-0.4
Moderate,Open,Orange,9.0,130,24.6,23.8,27.0,21.4,-2.4,2.4,0.82,-0.03
Moderate,Open,Purple,1.0,89,22.5,22.5,27.0,21.4,-4.5,1.1,0.79,-0.0
Moderate,Open,Purple,2.0,100,30.0,21.0,27.0,21.4,3.0,-0.4,1.13,-0.49
Moderate,Open,Purple,3.0,102,33.3,23.5,27.0,21.4,6.3,2.1,1.12,-0.25
Moderate,Open,Purple,4.0,54,25.9,14.8,27.0,21.4,-1.1,-6.6,1.39,-0.5
Moderate,Open,Purple,5.0,68,29.4,20.6,27.0,21.4,2.4,-0.8,1.13,-0.43
Moderate,Open,Purple,6.0,83,31.3,16.9,27.0,21.4,4.3,-4.5,1.47,-0.52
Moderate,Open,Purple,7.0,81,32.1,19.8,27.0,21.4,5.1,-1.6,1.29,-0.47
Moderate,Open,Purple,8.0,71,33.8,18.3,27.0,21.4,6.8,-3.1,1.46,-0.59
Moderate,Open,Purple,9.0,102,21.6,27.5,27.0,21.4,-5.4,6.0,0.62,-0.03
Moderate,Open,Yellow,1.0,188,23.9,21.8,27.0,21.4,-3.1,0.4,0.87,-0.13
Moderate,Open,Yellow,2.0,281,22.1,20.3,27.0,21.4,-4.9,-1.1,0.86,-0.18
Moderate,Open,Yellow,3.0,269,25.3,22.7,27.0,21.4,-1.7,1.3,0.88,-0.01
Moderate,Open,Yellow,4.0,185,27.6,24.3,27.0,21.4,0.6,2.9,0.9,-0.17
Moderate,Open,Yellow,5.0,168,23.2,21.4,27.0,21.4,-3.8,0.0,0.86,-0.02
Moderate,Open,Yellow,6.0,190,18.4,24.2,27.0,21.4,-8.6,2.8,0.6,0.27
Moderate,Open,Yellow,7.0,247,30.8,19.4,27.0,21.4,3.8,-2.0,1.26,-0.33
Moderate,Open,Yellow,8.0,250,26.4,16.0,27.0,21.4,-0.6,-5.4,1.31,-0.3
Moderate,Open,Yellow,9.0,226,25.2,19.9,27.0,21.4,-1.8,-1.5,1.0,-0.19
Moderate,Positioning,Blue,1.0,55,29.1,18.2,26.1,21.2,3.0,-3.0,1.3,-0.45
Moderate,Positioning,Blue,2.0,61,27.9,31.1,26.1,21.2,1.7,9.9,0.73,0.39
Moderate,Positioning,Blue,3.0,66,18.2,25.8,26.1,21.2,-8.0,4.5,0.57,0.03
Moderate,Positioning,Blue,4.0,47,40.4,8.5,26.1,21.2,14.3,-12.7,3.86,-1.15
Moderate,Positioning,Blue,5.0,57,36.8,15.8,26.1,21.2,10.7,-5.4,1.89,-0.39
Moderate,Positioning,Blue,6.0,44,15.9,36.4,26.1,21.2,-10.2,15.1,0.36,0.69
Moderate,Positioning,Blue,7.0,46,21.7,23.9,26.1,21.2,-4.4,2.7,0.74,0.37
Moderate,Positioning,Blue,8.0,55,18.2,29.1,26.1,21.2,-8.0,7.9,0.51,0.51
Moderate,Positioning,Blue,9.0,54,22.2,18.5,26.1,21.2,-3.9,-2.7,0.97,0.19
Moderate,Positioning,Green,2.0,31,16.1,32.3,26.1,21.2,-10.0,11.0,0.41,0.57
Moderate,Positioning,Green,3.0,33,24.2,30.3,26.1,21.2,-1.9,9.1,0.65,0.14
Moderate,Positioning,Green,4.0,32,18.8,18.8,26.1,21.2,-7.4,-2.5,0.81,0.3
Moderate,Positioning,Green,6.0,30,36.7,20.0,26.1,21.2,10.5,-1.2,1.49,-0.88
Moderate,Positioning,Green,7.0,37,24.3,10.8,26.1,21.2,-1.8,-10.4,1.83,-0.56
Moderate,Positioning,Orange,1.0,44,22.7,20.5,26.1,21.2,-3.4,-0.8,0.9,0.29
Moderate,Positioning,Orange,2.0,52,26.9,19.2,26.1,21.2,0.8,-2.0,1.14,-0.25
Moderate,Positioning,Orange,3.0,54,33.3,18.5,26.1,21.2,7.2,-2.7,1.46,-0.39
Moderate,Positioning,Orange,4.0,47,23.4,17.0,26.1,21.2,-2.7,-4.2,1.12,-0.14
Moderate,Positioning,Orange,5.0,43,27.9,27.9,26.1,21.2,1.8,6.7,0.81,-0.06
Moderate,Positioning,Orange,6.0,41,26.8,19.5,26.1,21.2,0.7,-1.7,1.12,-0.12
Moderate,Positioning,Orange,7.0,48,20.8,27.1,26.1,21.2,-5.3,5.9,0.62,0.29
Moderate,Positioning,Orange,8.0,62,24.2,21.0,26.1,21.2,-1.9,-0.3,0.94,-0.02
Moderate,Positioning,Orange,9.0,67,28.4,14.9,26.1,21.2,2.2,-6.3,1.54,-0.35
Moderate,Positioning,Purple,1.0,35,28.6,17.1,26.1,21.2,2.4,-4.1,1.35,-0.22
Moderate,Positioning,Purple,2.0,34,32.4,17.6,26.1,21.2,6.2,-3.6,1.49,-0.48
Moderate,Positioning,Purple,3.0,42,28.6,31.0,26.1,21.2,2.4,9.7,0.75,0.46
Moderate,Positioning,Purple,4.0,35,25.7,28.6,26.1,21.2,-0.4,7.4,0.73,0.27
Moderate,Positioning,Purple,6.0,33,21.2,18.2,26.1,21.2,-4.9,-3.0,0.95,0.07
Moderate,Positioning,Purple,7.0,31,22.6,25.8,26.1,21.2,-3.6,4.6,0.71,0.16
Moderate,Positioning,Purple,8.0,32,37.5,6.3,26.1,21.2,11.4,-15.0,4.87,-1.24
Moderate,Positioning,Purple,9.0,32,18.8,15.6,26.1,21.2,-7.4,-5.6,0.97,-0.14
Moderate,Positioning,Yellow,1.0,93,29.0,11.8,26.1,21.2,2.9,-9.4,1.99,-0.41
Moderate,Positioning,Yellow,2.0,125,20.8,25.6,26.1,21.2,-5.3,4.4,0.66,0.36
Moderate,Positioning,Yellow,3.0,109,30.3,22.0,26.1,21.2,4.1,0.8,1.12,-0.27
Moderate,Positioning,Yellow,4.0,88,25.0,23.9,26.1,21.2,-1.1,2.6,0.85,0.12
Moderate,Positioning,Yellow,5.0,89,23.6,22.5,26.1,21.2,-2.5,1.3,0.85,-0.04
Moderate,Positioning,Yellow,6.0,72,31.9,19.4,26.1,21.2,5.8,-1.8,1.33,-0.35
Moderate,Positioning,Yellow,7.0,112,25.9,16.1,26.1,21.2,-0.2,-5.1,1.31,-0.41
Moderate,Positioning,Yellow,8.0,91,31.9,20.9,26.1,21.2,5.7,-0.3,1.24,-0.13
Moderate,Positioning,Yellow,9.0,94,22.3,18.1,26.1,21.2,-3.8,-3.1,1.0,0.02
Moderate,REMOVE,Yellow,3.0,32,21.9,21.9,23.0,26.2,-1.2,-4.3,1.14,0.4
Moderate,Survival,Blue,1.0,120,33.3,15.0,25.4,24.5,7.9,-9.5,2.14,-0.63
Moderate,Survival,Blue,2.0,165,29.7,24.8,25.4,24.5,4.3,0.3,1.15,0.05
Moderate,Survival,Blue,3.0,150,27.3,28.0,25.4,24.5,1.9,3.5,0.94,-0.1
Moderate,Survival,Blue,4.0,112,33.9,21.4,25.4,24.5,8.5,-3.1,1.53,-0.47
Moderate,Survival,Blue,5.0,116,18.1,27.6,25.4,24.5,-7.3,3.1,0.63,0.29
Moderate,Survival,Blue,6.0,124,19.4,30.6,25.4,24.5,-6.1,6.1,0.61,0.58
Moderate,Survival,Blue,7.0,114,21.1,26.3,25.4,24.5,-4.4,1.8,0.77,0.23
Moderate,Survival,Blue,8.0,133,26.3,21.8,25.4,24.5,0.9,-2.7,1.16,-0.04
Moderate,Survival,Blue,9.0,147,23.8,23.1,25.4,24.5,-1.6,-1.4,0.99,-0.2
Moderate,Survival,Green,1.0,73,26.0,21.9,25.4,24.5,0.6,-2.6,1.15,-0.38
Moderate,Survival,Green,2.0,99,25.3,29.3,25.4,24.5,-0.2,4.8,0.83,0.13
Moderate,Survival,Green,3.0,98,30.6,19.4,25.4,24.5,5.2,-5.1,1.52,-0.19
Moderate,Survival,Green,4.0,86,31.4,22.1,25.4,24.5,6.0,-2.4,1.37,-0.58
Moderate,Survival,Green,5.0,56,25.0,16.1,25.4,24.5,-0.4,-8.5,1.5,-0.29
Moderate,Survival,Green,6.0,73,23.3,31.5,25.4,24.5,-2.1,7.0,0.71,0.39
Moderate,Survival,Green,7.0,82,25.6,30.5,25.4,24.5,0.2,6.0,0.81,0.06
Moderate,Survival,Green,8.0,79,29.1,22.8,25.4,24.5,3.7,-1.7,1.23,-0.15
Moderate,Survival,Green,9.0,84,22.6,27.4,25.4,24.5,-2.8,2.9,0.8,0.13
Moderate,Survival,Orange,1.0,138,24.6,23.2,25.4,24.5,-0.8,-1.3,1.02,-0.01
Moderate,Survival,Orange,2.0,114,22.8,25.4,25.4,24.5,-2.6,0.9,0.86,0.19
Moderate,Survival,Orange,3.0,153,22.2,26.8,25.4,24.5,-3.2,2.3,0.8,0.31
Moderate,Survival,Orange,4.0,87,19.5,29.9,25.4,24.5,-5.9,5.4,0.63,0.26
Moderate,Survival,Orange,5.0,110,27.3,21.8,25.4,24.5,1.8,-2.7,1.21,-0.01
Moderate,Survival,Orange,6.0,96,21.9,29.2,25.4,24.5,-3.6,4.6,0.72,0.23
Moderate,Survival,Orange,7.0,125,32.0,23.2,25.4,24.5,6.6,-1.3,1.33,-0.47
Moderate,Survival,Orange,8.0,115,18.3,24.3,25.4,24.5,-7.2,-0.2,0.72,0.3
Moderate,Survival,Orange,9.0,180,25.6,21.7,25.4,24.5,0.1,-2.9,1.14,-0.03
Moderate,Survival,Purple,1.0,82,28.0,19.5,25.4,24.5,2.6,-5.0,1.39,-0.3
Moderate,Survival,Purple,2.0,112,19.6,27.7,25.4,24.5,-5.8,3.2,0.68,0.28
Moderate,Survival,Purple,3.0,92,23.9,26.1,25.4,24.5,-1.5,1.6,0.88,0.29
Moderate,Survival,Purple,4.0,71,33.8,22.5,25.4,24.5,8.4,-2.0,1.45,-0.33
Moderate,Survival,Purple,5.0,72,25.0,19.4,25.4,24.5,-0.4,-5.1,1.24,-0.16
Moderate,Survival,Purple,6.0,90,21.1,22.2,25.4,24.5,-4.3,-2.3,0.92,0.12
Moderate,Survival,Purple,7.0,92,29.3,25.0,25.4,24.5,3.9,0.5,1.13,-0.14
Moderate,Survival,Purple,8.0,83,22.9,28.9,25.4,24.5,-2.5,4.4,0.76,0.14
Moderate,Survival,Purple,9.0,83,20.5,30.1,25.4,24.5,-4.9,5.6,0.66,0.17
Moderate,Survival,Yellow,1.0,231,26.4,21.6,25.4,24.5,1.0,-2.9,1.18,-0.07
Moderate,Survival,Yellow,2.0,315,27.9,21.9,25.4,24.5,2.5,-2.6,1.23,-0.11
Moderate,Survival,Yellow,3.0,302,24.5,29.8,25.4,24.5,-0.9,5.3,0.79,0.34
Moderate,Survival,Yellow,4.0,202,25.7,22.8,25.4,24.5,0.3,-1.8,1.09,0.11
Moderate,Survival,Yellow,5.0,208,26.9,28.8,25.4,24.5,1.5,4.3,0.9,0.33
Moderate,Survival,Yellow,6.0,225,27.1,24.4,25.4,24.5,1.7,-0.1,1.07,-0.02
Moderate,Survival,Yellow,7.0,289,23.2,19.4,25.4,24.5,-2.2,-5.1,1.15,-0.1
Moderate,Survival,Yellow,8.0,268,27.2,24.6,25.4,24.5,1.8,0.1,1.07,-0.12
Moderate,Survival,Yellow,9.0,242,23.1,25.2,25.4,24.5,-2.3,0.7,0.89,0.22
Tough,Positioning,Yellow,2.0,30,23.3,10.0,26.1,22.3,-2.8,-12.3,1.99,-0.48
Tough,Positioning,Yellow,3.0,32,18.8,34.4,26.1,22.3,-7.4,12.1,0.47,0.65
